1.271	5.397	68.7084	-0.3066	-0.316	-0.3113
1.307	5.397	68.3924	-0.316	-0.3254	-0.3207
1.344	5.397	68.067	-0.3254	-0.3348	-0.3301
1.381	5.397	67.7322	-0.3348	-0.3441	-0.33945
1.418	5.397	67.3881	-0.3441	-0.3535	-0.3488
1.455	5.397	67.0346	-0.3535	-0.3629	-0.3582
1.492	5.397	66.6717	-0.3629	-0.3722	-0.36755
1.528	5.397	66.2995	-0.3722	-0.3816	-0.3769
1.565	5.397	65.9179	-0.3816	-0.3909	-0.38625
1.602	5.397	65.527	-0.3909	-0.4003	-0.3956
1.639	5.397	65.1267	-0.4003	-0.4095	-0.4049
1.676	5.397	64.7172	-0.4095	-0.4188	-0.41415
1.713	5.397	64.2984	-0.4188	-0.428	-0.4234
1.749	5.397	63.8704	-0.428	-0.4371	-0.43255
1.786	5.397	63.4333	-0.4371	-0.4463	-0.4417
1.823	5.397	62.987	-0.4463	-0.4554	-0.45085
1.86	5.397	62.5316	-0.4554	-0.4644	-0.4599
1.897	5.397	62.0672	-0.4644	-0.4733	-0.46885
1.934	5.397	61.5939	-0.4733	-0.4822	-0.47775
1.97	5.397	61.1117	-0.4822	-0.491	-0.4866
2.007	5.397	60.6207	-0.491	-0.4997	-0.49535
2.044	5.397	60.121	-0.4997	-0.5083	-0.504
2.081	5.397	59.6127	-0.5083	-0.5168	-0.51255
2.118	5.397	59.0959	-0.5168	-0.5252	-0.521
2.155	5.397	58.5707	-0.5252	-0.5335	-0.52935
2.191	5.397	58.0372	-0.5335	-0.5417	-0.5376
2.228	5.397	57.4955	-0.5417	-0.5496	-0.54565
2.265	5.397	56.9459	-0.5496	-0.5576	-0.5536
2.302	5.397	56.3883	-0.5576	-0.5652	-0.5614
2.339	5.397	55.8231	-0.5652	-0.5729	-0.56905
2.376	5.397	55.2502	-0.5729	-0.5802	-0.57655
2.412	5.397	54.67	-0.5802	-0.5875	-0.58385
2.449	5.397	54.0825	-0.5875	-0.5945	-0.591
2.486	5.397	53.488	-0.5945	-0.6014	-0.59795
2.523	5.397	52.8866	-0.6014	-0.6081	-0.60475
2.56	5.397	52.2785	-0.6081	-0.6145	-0.6113
2.597	5.397	51.664	-0.6145	-0.6207	-0.6176
2.633	5.397	51.0433	-0.6207	-0.6268	-0.62375
2.67	5.397	50.4165	-0.6268	-0.6326	-0.6297
2.707	5.397	49.7839	-0.6326	-0.6381	-0.63535
2.744	5.397	49.1458	-0.6381	-0.6435	-0.6408
2.781	5.397	48.5023	-0.6435	-0.6485	-0.646
2.817	5.397	47.8538	-0.6485	-0.6533	-0.6509
2.854	5.397	47.2005	-0.6533	-0.6579	-0.6556
2.891	5.397	46.5426	-0.6579	-0.6622	-0.66005
2.928	5.397	45.8804	-0.6622	-0.6662	-0.6642
2.965	5.397	45.2142	-0.6662	-0.6699	-0.66805
3.002	5.397	44.5443	-0.6699	-0.6734	-0.67165
3.038	5.397	43.8709	-0.6734	-0.6766	-0.675
3.075	5.397	43.1943	-0.6766	-0.6794	-0.678
3.112	5.397	42.5149	-0.6794	-0.6821	-0.68075
3.149	5.397	41.8328	-0.6821	-0.6844	-0.68325
3.186	5.397	41.1484	-0.6844	-0.6863	-0.68535
3.223	5.397	40.4621	-0.6863	-0.6881	-0.6872
3.259	5.397	39.774	-0.6881	-0.6895	-0.6888
3.296	5.397	39.0845	-0.6895	-0.6906	-0.69005
3.333	5.397	38.3939	-0.6906	-0.6914	-0.691
3.37	5.397	37.7025	-0.6914	-0.692	-0.6917
3.407	5.397	37.0105	-0.692	-0.6921	-0.69205
3.444	5.397	36.3184	-0.6921	-0.6921	-0.6921
3.48	5.397	35.6263	-0.6921	-0.6917	-0.6919
3.517	5.397	34.9346	-0.6917	-0.691	-0.69135
3.554	5.397	34.2436	-0.691	-0.69	-0.6905
3.591	5.397	33.5536	-0.69	-0.6888	-0.6894
3.628	5.397	32.8648	-0.6888	-0.6872	-0.688
3.665	5.397	32.1776	-0.6872	-0.6854	-0.6863
3.701	5.397	31.4922	-0.6854	-0.6834	-0.6844
3.738	5.397	30.8088	-0.6834	-0.681	-0.6822
3.775	5.397	30.1278	-0.681	-0.6783	-0.67965
3.812	5.397	29.4495	-0.6783	-0.6754	-0.67685
3.849	5.397	28.7741	-0.6754	-0.6723	-0.67385
3.886	5.397	28.1018	-0.6723	-0.669	-0.67065
3.922	5.397	27.4328	-0.669	-0.6652	-0.6671
3.959	5.397	26.7676	-0.6652	-0.6614	-0.6633
3.996	5.397	26.1062	-0.6614	-0.6574	-0.6594
4.033	5.397	25.4488	-0.6574	-0.653	-0.6552
4.07	5.397	24.7958	-0.653	-0.6484	-0.6507
4.107	5.397	24.1474	-0.6484	-0.6438	-0.6461
4.143	5.397	23.5036	-0.6438	-0.6388	-0.6413
4.18	5.397	22.8648	-0.6388	-0.6336	-0.6362
4.217	5.397	22.2312	-0.6336	-0.6284	-0.631
4.254	5.397	21.6028	-0.6284	-0.6229	-0.62565
4.291	5.397	20.9799	-0.6229	-0.6173	-0.6201
4.328	5.397	20.3626	-0.6173	-0.6115	-0.6144
4.364	5.397	19.7511	-0.6115	-0.6055	-0.6085
4.401	5.397	19.1456	-0.6055	-0.5995	-0.6025
4.438	5.397	18.5461	-0.5995	-0.5932	-0.59635
4.475	5.397	17.9529	-0.5932	-0.5869	-0.59005
4.512	5.397	17.366	-0.5869	-0.5804	-0.58365
4.549	5.397	16.7856	-0.5804	-0.5739	-0.57715
