x [mm],y [mm],intensity [arb]
-20.25,-17.25,2552.3623046875
-19.75,-17.25,2606.97436523437
-19.25,-17.25,2659.90698242187
-18.75,-17.25,2711.05981445312
-18.25,-17.25,2760.4541015625
-17.75,-17.25,2808.2392578125
-17.25,-17.25,2854.69506835937
-16.75,-17.25,2900.21044921875
-16.25,-17.25,2945.25854492187
-15.75,-17.25,2990.36059570312
-15.25,-17.25,3036.04565429687
-14.75,-17.25,3082.8173828125
-14.25,-17.25,3131.11572265625
-13.75,-17.25,3181.29833984375
-13.25,-17.25,3233.6162109375
-12.75,-17.25,3288.21533203125
-12.25,-17.25,3345.12841796875
-11.75,-17.25,3404.28344726562
-11.25,-17.25,3465.51196289062
-10.75,-17.25,3528.564453125
-10.25,-17.25,3593.12548828125
-9.75,-17.25,3658.83422851562
-9.25,-17.25,3725.31469726562
-8.75,-17.25,3792.19165039062
-8.25,-17.25,3859.1279296875
-7.75,-17.25,3925.84887695312
-7.25,-17.25,3992.16772460937
-6.75,-17.25,4058.00268554687
-6.25,-17.25,4123.39794921875
-5.75,-17.25,4188.5107421875
-5.25,-17.25,4253.6123046875
-4.75,-17.25,4319.0703125
-4.25,-17.25,4385.3125
-3.75,-17.25,4452.81640625
-3.25,-17.25,4522.06298828125
-2.75,-17.25,4593.52587890625
-2.25,-17.25,4667.64501953125
-1.75,-17.25,4744.83251953125
-1.25,-17.25,4825.46484375
-0.75,-17.25,4909.8935546875
-0.25,-17.25,4998.4619140625
0.25,-17.25,5091.51123046875
0.75,-17.25,5189.38427734375
1.25,-17.25,5292.41748046875
1.75,-17.25,5400.92431640625
2.25,-17.25,5515.16015625
2.75,-17.25,5635.2861328125
3.25,-17.25,5761.318359375
3.75,-17.25,5893.09716796875
4.25,-17.25,6030.25390625
4.75,-17.25,6172.19970703125
5.25,-17.25,6318.12060546875
5.75,-17.25,6467.01806640625
6.25,-17.25,6617.73828125
6.75,-17.25,6769.0400390625
7.25,-17.25,6919.6435546875
7.75,-17.25,7068.30078125
8.25,-17.25,7213.84619140625
8.75,-17.25,7355.2255859375
9.25,-17.25,7491.53076171875
9.75,-17.25,7621.99853515625
10.25,-17.25,7745.990234375
10.75,-17.25,7862.966796875
11.25,-17.25,7972.44921875
11.75,-17.25,8073.9580078125
12.25,-17.25,8166.97314453125
12.75,-17.25,8250.87890625
13.25,-17.25,8324.921875
13.75,-17.25,8388.1953125
14.25,-17.25,8439.6279296875
14.75,-17.25,8477.998046875
15.25,-17.25,8501.9638671875
15.75,-17.25,8510.1279296875
16.25,-17.25,8501.1064453125
16.75,-17.25,8473.6142578125
17.25,-17.25,8426.525390625
17.75,-17.25,8358.951171875
18.25,-17.25,8270.328125
18.75,-17.25,8160.44677734375
19.25,-17.25,8029.46337890625
19.75,-17.25,7877.9375
20.25,-17.25,7706.78759765625
20.75,-17.25,7517.26220703125
21.25,-17.25,7310.90087890625
21.75,-17.25,7089.455078125
22.25,-17.25,6854.83251953125
22.75,-17.25,6609.0302734375
23.25,-17.25,6354.05712890625
23.75,-17.25,6091.91357421875
24.25,-17.25,5824.53173828125
24.75,-17.25,5553.755859375
25.25,-17.25,5281.3203125
25.75,-17.25,5008.82666015625
26.25,-17.25,4737.74853515625
26.75,-17.25,4469.3974609375
27.25,-17.25,4204.93603515625
27.75,-17.25,3945.3583984375
28.25,-17.25,3691.49877929687
28.75,-17.25,3444.041015625
29.25,-17.25,3203.53466796875
29.75,-17.25,2970.42163085937
30.25,-17.25,2745.07153320312
30.75,-17.25,2527.81127929687
31.25,-17.25,2318.966796875
31.75,-17.25,2118.8740234375
32.25,-17.25,1927.89379882812
32.75,-17.25,1746.41540527343
33.25,-17.25,1574.82653808593
33.75,-17.25,1413.4951171875
34.25,-17.25,1262.73120117187
34.75,-17.25,1122.74975585937
35.25,-17.25,993.652709960937
35.75,-17.25,875.408325195312
36.25,-17.25,767.848266601562
36.75,-17.25,670.664245605468
37.25,-17.25,583.433898925781
37.75,-17.25,505.636993408203
38.25,-17.25,436.681243896484
38.75,-17.25,375.922943115234
39.25,-17.25,322.688537597656
39.75,-17.25,276.295959472656
40.25,-17.25,236.062927246093
40.75,-17.25,201.327163696289
41.25,-17.25,171.455215454101
41.75,-17.25,145.849182128906
42.25,-17.25,123.952522277832
42.75,-17.25,105.255401611328
43.25,-17.25,89.2914276123046
43.75,-17.25,75.6384658813476
44.25,-17.25,63.9343147277832
44.75,-17.25,53.8851776123046
-44.75,-16.75,59.6654586791992
-44.25,-16.75,61.7833938598632
-43.75,-16.75,64.0411834716796
-43.25,-16.75,66.8259582519531
-42.75,-16.75,70.4432601928711
-42.25,-16.75,75.1393127441406
-41.75,-16.75,81.1666946411132
-41.25,-16.75,88.7998886108398
-40.75,-16.75,98.340705871582
-40.25,-16.75,110.122261047363
-39.75,-16.75,124.510589599609
-39.25,-16.75,141.901153564453
-38.75,-16.75,162.714752197265
-38.25,-16.75,187.390197753906
-37.75,-16.75,216.36994934082
-37.25,-16.75,250.085647583007
-36.75,-16.75,288.941375732421
-36.25,-16.75,333.290344238281
-35.75,-16.75,383.410522460937
-35.25,-16.75,439.481475830078
-34.75,-16.75,501.557861328125
-34.25,-16.75,569.54833984375
-33.75,-16.75,643.200500488281
-33.25,-16.75,722.090637207031
-32.75,-16.75,805.6279296875
-32.25,-16.75,893.067993164062
-31.75,-16.75,983.532287597656
-31.25,-16.75,1076.05126953125
-30.75,-16.75,1169.60595703125
-30.25,-16.75,1263.17858886718
-29.75,-16.75,1355.81018066406
-29.25,-16.75,1446.64819335937
-28.75,-16.75,1534.99694824218
-28.25,-16.75,1620.34692382812
-27.75,-16.75,1702.40246582031
-27.25,-16.75,1781.07751464843
-26.75,-16.75,1856.48657226562
-26.25,-16.75,1928.91247558593
-25.75,-16.75,1998.76147460937
-25.25,-16.75,2066.51489257812
-24.75,-16.75,2132.67041015625
-24.25,-16.75,2197.69116210937
-23.75,-16.75,2261.95825195312
-23.25,-16.75,2325.736328125
-22.75,-16.75,2389.15454101562
-22.25,-16.75,2452.19873046875
-21.75,-16.75,2514.7265625
-21.25,-16.75,2576.48706054687
-20.75,-16.75,2637.1640625
-20.25,-16.75,2696.41674804687
-19.75,-16.75,2753.93359375
-19.25,-16.75,2809.47290039062
-18.75,-16.75,2862.90576171875
-18.25,-16.75,2914.24194335937
-17.75,-16.75,2963.63989257812
-17.25,-16.75,3011.40795898437
-16.75,-16.75,3057.97485351562
-16.25,-16.75,3103.86572265625
-15.75,-16.75,3149.65576171875
-15.25,-16.75,3195.93212890625
-14.75,-16.75,3243.2509765625
-14.25,-16.75,3292.1005859375
-13.75,-16.75,3342.87646484375
-13.25,-16.75,3395.8642578125
-12.75,-16.75,3451.23071289062
-12.25,-16.75,3509.02514648437
-11.75,-16.75,3569.18969726562
-11.25,-16.75,3631.5634765625
-10.75,-16.75,3695.90551757812
-10.25,-16.75,3761.90893554687
-9.75,-16.75,3829.22607421875
-9.25,-16.75,3897.48706054687
-8.75,-16.75,3966.33154296875
-8.25,-16.75,4035.43017578125
-7.75,-16.75,4104.51220703125
-7.25,-16.75,4173.3876953125
-6.75,-16.75,4241.9638671875
-6.25,-16.75,4310.25830078125
-5.75,-16.75,4378.40087890625
-5.25,-16.75,4446.626953125
-4.75,-16.75,4515.2607421875
-4.25,-16.75,4584.69677734375
-3.75,-16.75,4655.3779296875
-3.25,-16.75,4727.76171875
-2.75,-16.75,4802.3115234375
-2.25,-16.75,4879.47216796875
-1.75,-16.75,4959.66064453125
-1.25,-16.75,5043.2783203125
-0.75,-16.75,5130.70556640625
-0.25,-16.75,5222.31396484375
0.25,-16.75,5318.47705078125
0.75,-16.75,5419.5693359375
1.25,-16.75,5525.9619140625
1.75,-16.75,5638.00146484375
2.25,-16.75,5755.974609375
2.75,-16.75,5880.07421875
3.25,-16.75,6010.34228515625
3.75,-16.75,6146.64990234375
4.25,-16.75,6288.64111328125
4.75,-16.75,6435.7314453125
5.25,-16.75,6587.10400390625
5.75,-16.75,6741.73779296875
6.25,-16.75,6898.435546875
6.75,-16.75,7055.89990234375
7.25,-16.75,7212.7841796875
7.75,-16.75,7367.75634765625
8.25,-16.75,7519.564453125
8.75,-16.75,7667.07421875
9.25,-16.75,7809.298828125
9.75,-16.75,7945.41064453125
10.25,-16.75,8074.72021484375
10.75,-16.75,8196.65625
11.25,-16.75,8310.7177734375
11.75,-16.75,8416.41796875
12.25,-16.75,8513.240234375
12.75,-16.75,8600.564453125
13.25,-16.75,8677.6435546875
13.75,-16.75,8743.5537109375
14.25,-16.75,8797.197265625
14.75,-16.75,8837.31640625
15.25,-16.75,8862.517578125
15.75,-16.75,8871.3447265625
16.25,-16.75,8862.353515625
16.75,-16.75,8834.1962890625
17.25,-16.75,8785.6962890625
17.75,-16.75,8715.9423828125
18.25,-16.75,8624.3427734375
18.75,-16.75,8510.701171875
19.25,-16.75,8375.20703125
19.75,-16.75,8218.45703125
20.25,-16.75,8041.431640625
20.75,-16.75,7845.4501953125
21.25,-16.75,7632.12255859375
21.75,-16.75,7403.27490234375
22.25,-16.75,7160.8798828125
22.75,-16.75,6906.98828125
23.25,-16.75,6643.66015625
23.75,-16.75,6372.92333984375
24.25,-16.75,6096.7294921875
24.75,-16.75,5816.9345703125
25.25,-16.75,5535.26953125
25.75,-16.75,5253.33544921875
26.25,-16.75,4972.59228515625
26.75,-16.75,4694.35693359375
27.25,-16.75,4419.79638671875
27.75,-16.75,4149.9267578125
28.25,-16.75,3885.623046875
28.75,-16.75,3627.62353515625
29.25,-16.75,3376.54565429687
29.75,-16.75,3132.91455078125
30.25,-16.75,2897.181640625
30.75,-16.75,2669.76147460937
31.25,-16.75,2451.0537109375
31.75,-16.75,2241.45556640625
32.25,-16.75,2041.37280273437
32.75,-16.75,1851.21691894531
33.25,-16.75,1671.38232421875
33.75,-16.75,1502.22607421875
34.25,-16.75,1344.03747558593
34.75,-16.75,1197.00756835937
35.25,-16.75,1061.21301269531
35.75,-16.75,936.601684570312
36.25,-16.75,822.993835449218
36.75,-16.75,720.077270507812
37.25,-16.75,627.43408203125
37.75,-16.75,544.554504394531
38.25,-16.75,470.860137939453
38.75,-16.75,405.721618652343
39.25,-16.75,348.47705078125
39.75,-16.75,298.451629638671
40.25,-16.75,254.96353149414
40.75,-16.75,217.343566894531
41.25,-16.75,184.944442749023
41.75,-16.75,157.147811889648
42.25,-16.75,133.371490478515
42.75,-16.75,113.076393127441
43.25,-16.75,95.7643966674804
43.75,-16.75,80.9810028076171
44.25,-16.75,68.3332595825195
44.75,-16.75,57.4996833801269
-44.75,-16.25,60.7639846801757
-44.25,-16.25,63.3514137268066
-43.75,-16.25,66.1290740966796
-43.25,-16.25,69.4933471679687
-42.75,-16.25,73.7640991210937
-42.25,-16.25,79.205940246582
-41.75,-16.25,86.0943603515625
-41.25,-16.25,94.7308120727539
-40.75,-16.25,105.447837829589
-40.25,-16.25,118.6118850708
-39.75,-16.25,134.62434387207
-39.25,-16.25,153.916793823242
-38.75,-16.25,176.945556640625
-38.25,-16.25,204.182479858398
-37.75,-16.25,236.098800659179
-37.25,-16.25,273.147705078125
-36.75,-16.25,315.745391845703
-36.25,-16.25,364.244537353515
-35.75,-16.25,418.907196044921
-35.25,-16.25,479.879608154296
-34.75,-16.25,547.164794921875
-34.25,-16.25,620.601318359375
-33.75,-16.25,699.849853515625
-33.25,-16.25,784.385803222656
-32.75,-16.25,873.511962890625
-32.25,-16.25,966.373352050781
-31.75,-16.25,1061.99084472656
-31.25,-16.25,1159.30627441406
-30.75,-16.25,1257.23449707031
-30.25,-16.25,1354.71936035156
-29.75,-16.25,1450.79272460937
-29.25,-16.25,1544.62573242187
-28.75,-16.25,1635.57214355468
-28.25,-16.25,1723.19909667968
-27.75,-16.25,1807.30004882812
-27.25,-16.25,1887.89038085937
-26.75,-16.25,1965.18273925781
-26.25,-16.25,2039.55139160156
-25.75,-16.25,2111.47827148437
-25.25,-16.25,2181.50268554687
-24.75,-16.25,2250.1572265625
-24.25,-16.25,2317.91650390625
-23.75,-16.25,2385.15405273437
-23.25,-16.25,2452.10498046875
-22.75,-16.25,2518.853515625
-22.25,-16.25,2585.32666015625
-21.75,-16.25,2651.31420898437
-21.25,-16.25,2716.49487304687
-20.75,-16.25,2780.47998046875
-20.25,-16.25,2842.86401367187
-19.75,-16.25,2903.275390625
-19.25,-16.25,2961.42578125
-18.75,-16.25,3017.15625
-18.25,-16.25,3070.4599609375
-17.75,-16.25,3121.49609375
-17.25,-16.25,3170.5869140625
-16.75,-16.25,3218.19165039062
-16.25,-16.25,3264.8740234375
-15.75,-16.25,3311.2587890625
-15.25,-16.25,3357.98291015625
-14.75,-16.25,3405.654296875
-14.25,-16.25,3454.81518554687
-13.75,-16.25,3505.9072265625
-13.25,-16.25,3559.255859375
-12.75,-16.25,3615.06640625
-12.25,-16.25,3673.41479492187
-11.75,-16.25,3734.2685546875
-11.25,-16.25,3797.48413085937
-10.75,-16.25,3862.84057617187
-10.25,-16.25,3930.044921875
-9.75,-16.25,3998.76708984375
-9.25,-16.25,4068.65063476562
-8.75,-16.25,4139.34912109375
-8.25,-16.25,4210.53857421875
-7.75,-16.25,4281.9541015625
-7.25,-16.25,4353.39599609375
-6.75,-16.25,4424.755859375
-6.25,-16.25,4496.02490234375
-5.75,-16.25,4567.2958984375
-5.25,-16.25,4638.76123046875
-4.75,-16.25,4710.697265625
-4.25,-16.25,4783.455078125
-3.75,-16.25,4857.44287109375
-3.25,-16.25,4933.09033203125
-2.75,-16.25,5010.84521484375
-2.25,-16.25,5091.15380859375
-1.75,-16.25,5174.44482421875
-1.25,-16.25,5261.13916015625
-0.75,-16.25,5351.6474609375
-0.25,-16.25,5446.3759765625
0.25,-16.25,5545.7265625
0.75,-16.25,5650.11474609375
1.25,-16.25,5759.94140625
1.75,-16.25,5875.58203125
2.25,-16.25,5997.357421875
2.75,-16.25,6125.48681640625
3.25,-16.25,6260.04345703125
3.75,-16.25,6400.91455078125
4.25,-16.25,6547.76171875
4.75,-16.25,6700.00927734375
5.25,-16.25,6856.8271484375
5.75,-16.25,7017.17626953125
6.25,-16.25,7179.81640625
6.75,-16.25,7343.400390625
7.25,-16.25,7506.51025390625
7.75,-16.25,7667.7373046875
8.25,-16.25,7825.7451171875
8.75,-16.25,7979.322265625
9.25,-16.25,8127.40625
9.75,-16.25,8269.1025390625
10.25,-16.25,8403.677734375
10.75,-16.25,8530.521484375
11.25,-16.25,8649.12109375
11.75,-16.25,8758.982421875
12.25,-16.25,8859.5830078125
12.75,-16.25,8950.314453125
13.25,-16.25,9030.4091796875
13.75,-16.25,9098.947265625
14.25,-16.25,9154.79296875
14.75,-16.25,9196.6533203125
15.25,-16.25,9223.0888671875
15.75,-16.25,9232.580078125
16.25,-16.25,9223.623046875
16.75,-16.25,9194.82421875
17.25,-16.25,9144.9521484375
17.75,-16.25,9073.0654296875
18.25,-16.25,8978.5703125
18.75,-16.25,8861.26953125
19.25,-16.25,8721.3818359375
19.75,-16.25,8559.544921875
20.25,-16.25,8376.787109375
20.75,-16.25,8174.48974609375
21.25,-16.25,7954.31298828125
21.75,-16.25,7718.1513671875
22.25,-16.25,7468.02392578125
22.75,-16.25,7206.03466796875
23.25,-16.25,6934.28564453125
23.75,-16.25,6654.833984375
24.25,-16.25,6369.6611328125
24.75,-16.25,6080.6337890625
25.25,-16.25,5789.49755859375
25.75,-16.25,5497.85986328125
26.25,-16.25,5207.1923828125
26.75,-16.25,4918.81884765625
27.25,-16.25,4633.93115234375
27.75,-16.25,4353.58203125
28.25,-16.25,4078.69287109375
28.75,-16.25,3810.0634765625
29.25,-16.25,3548.38989257812
29.75,-16.25,3294.27905273437
30.25,-16.25,3048.26806640625
30.75,-16.25,2810.85107421875
31.25,-16.25,2582.49658203125
31.75,-16.25,2363.65087890625
32.25,-16.25,2154.74853515625
32.75,-16.25,1956.21057128906
33.25,-16.25,1768.419921875
33.75,-16.25,1591.70678710937
34.25,-16.25,1426.32922363281
34.75,-16.25,1272.44165039062
35.25,-16.25,1130.09118652343
35.75,-16.25,999.203491210937
36.25,-16.25,879.588012695312
36.75,-16.25,770.93310546875
37.25,-16.25,672.831787109375
37.75,-16.25,584.792846679687
38.25,-16.25,506.259460449218
38.75,-16.25,436.624847412109
39.25,-16.25,375.246765136718
39.75,-16.25,321.463500976562
40.25,-16.25,274.599090576171
40.75,-16.25,233.981140136718
41.25,-16.25,198.951293945312
41.75,-16.25,168.872253417968
42.25,-16.25,143.136459350585
42.75,-16.25,121.17527770996
43.25,-16.25,102.45816040039
43.75,-16.25,86.4970550537109
44.25,-16.25,72.8666381835937
44.75,-16.25,61.2167587280273
-44.75,-15.75,61.6100845336914
-44.25,-15.75,64.6810531616211
-43.75,-15.75,68.0003814697265
-43.25,-15.75,71.9724349975586
-42.75,-15.75,76.9309768676757
-42.25,-15.75,83.1594009399414
-41.75,-15.75,90.9569854736328
-41.25,-15.75,100.653549194335
-40.75,-15.75,112.614158630371
-40.25,-15.75,127.240821838378
-39.75,-15.75,144.972900390625
-39.25,-15.75,166.280776977539
-38.75,-15.75,191.658935546875
-38.25,-15.75,221.614837646484
-37.75,-15.75,256.649749755859
-37.25,-15.75,297.238800048828
-36.75,-15.75,343.80874633789
-36.25,-15.75,396.70849609375
-35.75,-15.75,456.178314208984
-35.25,-15.75,522.3232421875
-34.75,-15.75,595.084228515625
-34.25,-15.75,674.218505859375
-33.75,-15.75,759.287902832031
-33.25,-15.75,849.656860351562
-32.75,-15.75,944.510131835937
-32.25,-15.75,1042.87829589843
-31.75,-15.75,1143.67749023437
-31.25,-15.75,1245.76379394531
-30.75,-15.75,1347.99267578125
-30.25,-15.75,1449.28076171875
-29.75,-15.75,1548.66516113281
-29.25,-15.75,1645.35510253906
-28.75,-15.75,1738.76965332031
-28.25,-15.75,1828.564453125
-27.75,-15.75,1914.63452148437
-27.25,-15.75,1997.095703125
-26.75,-15.75,2076.259765625
-26.25,-15.75,2152.58618164062
-25.75,-15.75,2226.62353515625
-25.25,-15.75,2298.95385742187
-24.75,-15.75,2370.13403320312
-24.25,-15.75,2440.63916015625
-23.75,-15.75,2510.82421875
-23.25,-15.75,2580.89184570312
-22.75,-15.75,2650.880859375
-22.25,-15.75,2720.66430664062
-21.75,-15.75,2789.97729492187
-21.25,-15.75,2858.43579101562
-20.75,-15.75,2925.59497070312
-20.25,-15.75,2990.99243164062
-19.75,-15.75,3054.20751953125
-19.25,-15.75,3114.91357421875
-18.75,-15.75,3172.91552734375
-18.25,-15.75,3228.18579101562
-17.75,-15.75,3280.876953125
-17.25,-15.75,3331.31201171875
-16.75,-15.75,3379.96655273437
-16.25,-15.75,3427.43237304687
-15.75,-15.75,3474.37036132812
-15.25,-15.75,3521.46606445312
-14.75,-15.75,3569.376953125
-14.25,-15.75,3618.6982421875
-13.75,-15.75,3669.9228515625
-13.25,-15.75,3723.42797851562
-12.75,-15.75,3779.45849609375
-12.25,-15.75,3838.1337890625
-11.75,-15.75,3899.44848632812
-11.25,-15.75,3963.2919921875
-10.75,-15.75,4029.46264648437
-10.25,-15.75,4097.6884765625
-9.75,-15.75,4167.65869140625
-9.25,-15.75,4239.033203125
-8.75,-15.75,4311.47802734375
-8.25,-15.75,4384.6796875
-7.75,-15.75,4458.37158203125
-7.25,-15.75,4532.35107421875
-6.75,-15.75,4606.48828125
-6.25,-15.75,4680.74609375
-5.75,-15.75,4755.17724609375
-5.25,-15.75,4829.9267578125
-4.75,-15.75,4905.2265625
-4.25,-15.75,4981.37841796875
-3.75,-15.75,5058.74560546875
-3.25,-15.75,5137.73291015625
-2.75,-15.75,5218.77001953125
-2.25,-15.75,5302.2978515625
-1.75,-15.75,5388.75634765625
-1.25,-15.75,5478.587890625
-0.75,-15.75,5572.22802734375
-0.25,-15.75,5670.11181640625
0.25,-15.75,5772.68798828125
0.75,-15.75,5880.3935546875
1.25,-15.75,5993.66796875
1.75,-15.75,6112.9228515625
2.25,-15.75,6238.505859375
2.75,-15.75,6370.66650390625
3.25,-15.75,6509.50439453125
3.75,-15.75,6654.93310546875
4.25,-15.75,6806.6298828125
4.75,-15.75,6964.0224609375
5.25,-15.75,7126.2802734375
5.75,-15.75,7292.3388671875
6.25,-15.75,7460.92626953125
6.75,-15.75,7630.634765625
7.25,-15.75,7799.9794921875
7.75,-15.75,7967.48046875
8.25,-15.75,8131.71435546875
8.75,-15.75,8291.384765625
9.25,-15.75,8445.3486328125
9.75,-15.75,8592.6591796875
10.25,-15.75,8732.5205078125
10.75,-15.75,8864.302734375
11.25,-15.75,8987.458984375
11.75,-15.75,9101.498046875
12.25,-15.75,9205.8955078125
12.75,-15.75,9300.0400390625
13.25,-15.75,9383.166015625
13.75,-15.75,9454.330078125
14.25,-15.75,9512.3876953125
14.75,-15.75,9555.9990234375
15.25,-15.75,9583.67578125
15.75,-15.75,9593.845703125
16.25,-15.75,9584.9453125
16.75,-15.75,9555.5263671875
17.25,-15.75,9504.3251953125
17.75,-15.75,9430.3662109375
18.25,-15.75,9333.03515625
18.75,-15.75,9212.1533203125
19.25,-15.75,9067.943359375
19.75,-15.75,8901.0859375
20.25,-15.75,8712.640625
20.75,-15.75,8504.041015625
21.25,-15.75,8276.9990234375
21.75,-15.75,8033.45166015625
22.25,-15.75,7775.47900390625
22.75,-15.75,7505.22412109375
23.25,-15.75,7224.83203125
23.75,-15.75,6936.40625
24.25,-15.75,6641.95849609375
24.75,-15.75,6343.38623046875
25.25,-15.75,6042.46435546875
25.75,-15.75,5740.82421875
26.25,-15.75,5439.9560546875
26.75,-15.75,5141.2197265625
27.25,-15.75,4845.83544921875
27.75,-15.75,4554.90478515625
28.25,-15.75,4269.39892578125
28.75,-15.75,3990.189453125
29.25,-15.75,3718.04541015625
29.75,-15.75,3453.650390625
30.25,-15.75,3197.62475585937
30.75,-15.75,2950.52612304687
31.25,-15.75,2712.87841796875
31.75,-15.75,2485.16137695312
32.25,-15.75,2267.8232421875
32.75,-15.75,2061.27270507812
33.25,-15.75,1865.86633300781
33.75,-15.75,1681.89782714843
34.25,-15.75,1509.57946777343
34.75,-15.75,1349.02587890625
35.25,-15.75,1200.25146484375
35.75,-15.75,1063.16247558593
36.25,-15.75,937.5625
36.75,-15.75,823.147766113281
37.25,-15.75,719.530822753906
37.75,-15.75,626.247436523437
38.25,-15.75,542.772399902343
38.75,-15.75,468.528869628906
39.25,-15.75,402.900482177734
39.75,-15.75,345.24478149414
40.25,-15.75,294.894958496093
40.75,-15.75,251.178680419921
41.25,-15.75,213.427612304687
41.75,-15.75,180.986190795898
42.25,-15.75,153.221542358398
42.75,-15.75,129.534927368164
43.25,-15.75,109.362281799316
43.75,-15.75,92.1806716918945
44.25,-15.75,77.531623840332
44.75,-15.75,65.0350189208984
-44.75,-15.25,62.293529510498
-44.25,-15.25,65.8434524536132
-43.75,-15.25,69.7066192626953
-43.25,-15.25,74.2952194213867
-42.75,-15.25,79.9571685791015
-42.25,-15.25,86.9953384399414
-41.75,-15.25,95.7338714599609
-41.25,-15.25,106.53246307373
-40.75,-15.25,119.790428161621
-40.25,-15.25,135.947601318359
-39.75,-15.25,155.48387145996
-39.25,-15.25,178.910919189453
-38.75,-15.25,206.763687133789
-38.25,-15.25,239.586975097656
-37.75,-15.25,277.913177490234
-37.25,-15.25,322.238555908203
-36.75,-15.25,372.99853515625
-36.25,-15.25,430.533142089843
-35.75,-15.25,495.05484008789
-35.25,-15.25,566.619262695312
-34.75,-15.25,645.09619140625
-34.25,-15.25,730.150451660156
-33.75,-15.25,821.236267089843
-33.25,-15.25,917.59716796875
-32.75,-15.25,1018.29559326171
-32.25,-15.25,1122.24328613281
-31.75,-15.25,1228.2529296875
-31.25,-15.25,1335.10070800781
-30.75,-15.25,1441.58984375
-30.25,-15.25,1546.62048339843
-29.75,-15.25,1649.24682617187
-29.25,-15.25,1748.72937011718
-28.75,-15.25,1844.56323242187
-28.25,-15.25,1936.4990234375
-27.75,-15.25,2024.53295898437
-27.25,-15.25,2108.88598632812
-26.75,-15.25,2189.958984375
-26.25,-15.25,2268.2861328125
-25.75,-15.25,2344.46899414062
-25.25,-15.25,2419.12158203125
-24.75,-15.25,2492.81005859375
-24.25,-15.25,2565.99951171875
-23.75,-15.25,2639.0224609375
-23.25,-15.25,2712.04931640625
-22.75,-15.25,2785.07543945312
-22.25,-15.25,2857.93530273437
-21.75,-15.25,2930.3173828125
-21.25,-15.25,3001.79638671875
-20.75,-15.25,3071.88354492187
-20.25,-15.25,3140.08178710937
-19.75,-15.25,3205.92919921875
-19.25,-15.25,3269.06225585937
-18.75,-15.25,3329.25927734375
-18.25,-15.25,3386.46313476562
-17.75,-15.25,3440.80981445312
-17.25,-15.25,3492.61450195312
-16.75,-15.25,3542.35522460937
-16.25,-15.25,3590.6396484375
-15.75,-15.25,3638.15698242187
-15.25,-15.25,3685.62866210937
-14.75,-15.25,3733.76416015625
-14.25,-15.25,3783.20556640625
-13.75,-15.25,3834.50390625
-13.25,-15.25,3888.0869140625
-12.75,-15.25,3944.24951171875
-12.25,-15.25,4003.15112304687
-11.75,-15.25,4064.82568359375
-11.25,-15.25,4129.18896484375
-10.75,-15.25,4196.06640625
-10.25,-15.25,4265.2109375
-9.75,-15.25,4336.32861328125
-9.25,-15.25,4409.095703125
-8.75,-15.25,4483.1943359375
-8.25,-15.25,4558.32080078125
-7.75,-15.25,4634.20751953125
-7.25,-15.25,4710.64892578125
-6.75,-15.25,4787.49658203125
-6.25,-15.25,4864.6865234375
-5.75,-15.25,4942.2333984375
-5.25,-15.25,5020.23681640625
-4.75,-15.25,5098.87939453125
-4.25,-15.25,5178.41357421875
-3.75,-15.25,5259.16455078125
-3.25,-15.25,5341.50146484375
-2.75,-15.25,5425.83349609375
-2.25,-15.25,5512.5947265625
-1.75,-15.25,5602.23095703125
-1.25,-15.25,5695.20068359375
-0.75,-15.25,5791.9658203125
-0.25,-15.25,5892.98974609375
0.25,-15.25,5998.75390625
0.75,-15.25,6109.7353515625
1.25,-15.25,6226.4013671875
1.75,-15.25,6349.19970703125
2.25,-15.25,6478.51513671875
2.75,-15.25,6614.63037109375
3.25,-15.25,6757.67724609375
3.75,-15.25,6907.59521484375
4.25,-15.25,7064.08544921875
4.75,-15.25,7226.591796875
5.25,-15.25,7394.275390625
5.75,-15.25,7566.0576171875
6.25,-15.25,7740.6318359375
6.75,-15.25,7916.53076171875
7.25,-15.25,8092.20654296875
7.75,-15.25,8266.0888671875
8.25,-15.25,8436.6669921875
8.75,-15.25,8602.556640625
9.25,-15.25,8762.5361328125
9.75,-15.25,8915.578125
10.25,-15.25,9060.845703125
10.75,-15.25,9197.6552734375
11.25,-15.25,9325.4501953125
11.75,-15.25,9443.7314453125
12.25,-15.25,9551.97265625
12.75,-15.25,9649.5615234375
13.25,-15.25,9735.744140625
13.75,-15.25,9809.5595703125
14.25,-15.25,9869.841796875
14.75,-15.25,9915.21484375
15.25,-15.25,9944.154296875
15.75,-15.25,9955.0283203125
16.25,-15.25,9946.2216796875
16.75,-15.25,9916.2275390625
17.25,-15.25,9863.7490234375
17.75,-15.25,9787.7646484375
18.25,-15.25,9687.658203125
18.75,-15.25,9563.2236328125
19.25,-15.25,9414.716796875
19.75,-15.25,9242.8212890625
20.25,-15.25,9048.6435546875
20.75,-15.25,8833.6396484375
21.25,-15.25,8599.5771484375
21.75,-15.25,8348.431640625
22.25,-15.25,8082.34375
22.75,-15.25,7803.50390625
23.25,-15.25,7514.115234375
23.75,-15.25,7216.33251953125
24.25,-15.25,6912.22119140625
24.75,-15.25,6603.72607421875
25.25,-15.25,6292.66796875
25.75,-15.25,5980.7177734375
26.25,-15.25,5669.40869140625
26.75,-15.25,5360.1435546875
27.25,-15.25,5054.1826171875
