x [mm],y [mm],intensity [arb]
40.75,-43.25,3.55018234252929
41.25,-43.25,3.35953283309936
41.75,-43.25,3.17719888687133
42.25,-43.25,3.01091504096984
42.75,-43.25,2.86518168449401
43.25,-43.25,2.74017667770385
43.75,-43.25,2.6318085193634
44.25,-43.25,2.53264760971069
44.75,-43.25,2.43327951431274
-44.75,-42.75,4.182457447052
-44.25,-42.75,4.58116483688354
-43.75,-42.75,4.90383100509643
-43.25,-42.75,5.15095901489257
-42.75,-42.75,5.32518100738525
-42.25,-42.75,5.43082618713378
-41.75,-42.75,5.47617816925048
-41.25,-42.75,5.47255563735961
-40.75,-42.75,5.4324951171875
-40.25,-42.75,5.36799621582031
-39.75,-42.75,5.28906917572021
-39.25,-42.75,5.20288944244384
-38.75,-42.75,5.11340761184692
-38.25,-42.75,5.02152109146118
-37.75,-42.75,4.92564249038696
-37.25,-42.75,4.82252264022827
-36.75,-42.75,4.70818614959716
-36.25,-42.75,4.57883739471435
-35.75,-42.75,4.43164348602294
-35.25,-42.75,4.26534557342529
-34.75,-42.75,4.08062982559204
-34.25,-42.75,3.88021373748779
-33.75,-42.75,3.66868782043457
-33.25,-42.75,3.45213174819946
-32.75,-42.75,3.23749899864196
-32.25,-42.75,3.03199195861816
-31.75,-42.75,2.84241604804992
-31.25,-42.75,2.67472052574157
-30.75,-42.75,2.53379654884338
-30.25,-42.75,2.42348217964172
-29.75,-42.75,2.34673929214477
-29.25,-42.75,2.30588293075561
-28.75,-42.75,2.3027229309082
-28.25,-42.75,2.33853220939636
-27.75,-42.75,2.41388463973999
-27.25,-42.75,2.52852725982666
-26.75,-42.75,2.68134641647338
-26.25,-42.75,2.8706259727478
-25.75,-42.75,3.09459924697875
-25.25,-42.75,3.35205650329589
-24.75,-42.75,3.64287829399108
-24.25,-42.75,3.96808815002441
-23.75,-42.75,4.32930517196655
-23.25,-42.75,4.72750186920166
-22.75,-42.75,5.16131830215454
-22.25,-42.75,5.62535190582275
-21.75,-42.75,6.10880899429321
-21.25,-42.75,6.59503316879272
-20.75,-42.75,7.06222248077392
-20.25,-42.75,7.4852647781372
-19.75,-42.75,7.83857870101928
-19.25,-42.75,8.0994873046875
-18.75,-42.75,8.25155067443847
-18.25,-42.75,8.28726768493652
-17.75,-42.75,8.20958423614502
-17.25,-42.75,8.0319013595581
-16.75,-42.75,7.77643775939941
-16.25,-42.75,7.47155809402465
-15.75,-42.75,7.14846038818359
-15.25,-42.75,6.83789253234863
-14.75,-42.75,6.56740856170654
-14.25,-42.75,6.35953521728515
-13.75,-42.75,6.23057270050048
-13.25,-42.75,6.18998146057128
-12.75,-42.75,6.23965454101562
-12.25,-42.75,6.3731951713562
-11.75,-42.75,6.57538557052612
-11.25,-42.75,6.82252693176269
-10.75,-42.75,7.0842227935791
-10.25,-42.75,7.3269338607788
-9.75,-42.75,7.51898193359375
-9.25,-42.75,7.63604927062988
