x(cm),y(cm),Transient (arb),Normalized Transient
1.075,-2.125,1.35389,1.09104608714572
1.125,-2.125,1.34934,1.08737942316526
1.175,-2.125,1.34459,1.08355158714169
1.225,-2.125,1.33964,1.07956257907503
1.275,-2.125,1.3345,1.07542045756743
1.325,-2.125,1.32915,1.07110910541458
1.375,-2.125,1.32362,1.06665269842293
1.425,-2.125,1.31788,1.06202706078604
1.475,-2.125,1.31196,1.05725636831035
1.525,-2.125,1.30584,1.05232450379157
1.575,-2.125,1.29954,1.047247584434
1.625,-2.125,1.29304,1.04200949303334
1.675,-2.125,1.28636,1.03662634679389
1.725,-2.125,1.2795,1.03109814571564
1.775,-2.125,1.27244,1.02540877259431
1.825,-2.125,1.26521,1.01958240323633
1.875,-2.125,1.25779,1.01360292043742
1.925,-2.125,1.2502,1.00748644140187
1.975,-2.125,1.24243,1.00122490752754
2.025,-2.125,1.23448,0.994818318814419
2.075,-2.125,1.22636,0.988274733864664
2.125,-2.125,1.21807,0.981594152678276
2.175,-2.125,1.2096,0.974768516653101
2.225,-2.125,1.20097,0.967813942993448
2.275,-2.125,1.19218,0.960730431699317
2.325,-2.125,1.18322,0.953509924168554
2.375,-2.125,1.1741,0.946160479003312
2.425,-2.125,1.16482,0.938682096203593
2.475,-2.125,1.15538,0.931074775769395
2.525,-2.125,1.14579,0.923346576302875
2.575,-2.125,1.13604,0.915489439201876
2.625,-2.125,1.12615,0.907519481670709
2.675,-2.125,1.11611,0.89942864510722
2.725,-2.125,1.10592,0.891216929511407
2.775,-2.125,1.09559,0.882892393485426
2.825,-2.125,1.08513,0.874463095631432
2.875,-2.125,1.07453,0.865920977347269
2.925,-2.125,1.06379,0.857266038632939
2.975,-2.125,1.05292,0.848506338090595
3.025,-2.125,1.04192,0.839641875720237
3.075,-2.125,1.0308,0.830680710124022
3.125,-2.125,1.01956,0.821622841301948
3.175,-2.125,1.0082,0.812468269254015
3.225,-2.125,0.996721,0.80321779984044
3.275,-2.125,0.985129,0.793876268222514
3.325,-2.125,0.973428,0.784446897841101
3.375,-2.125,0.961621,0.774932106276845
3.425,-2.125,0.94971,0.765333505250179
3.475,-2.125,0.937699,0.755654318201965
3.525,-2.125,0.925591,0.745896962712848
3.575,-2.125,0.913389,0.736063856363475
3.625,-2.125,0.901098,0.726159028454924
3.675,-2.125,0.88872,0.716184090707626
3.725,-2.125,0.876258,0.706141460702227
3.775,-2.125,0.863717,0.696035167739804
3.825,-2.125,0.8511,0.685867629401004
3.875,-2.125,0.83841,0.675641263266474
3.925,-2.125,0.82565,0.665358486916859
3.975,-2.125,0.812826,0.655024135513454
4.025,-2.125,0.799939,0.644639014916472
4.075,-2.125,0.786994,0.634207154426993
4.125,-2.125,0.773994,0.623730971625662
4.175,-2.125,0.760943,0.613213689953341
4.225,-2.125,0.747844,0.602657726990676
4.275,-2.125,0.734702,0.592067112038746
4.325,-2.125,0.72152,0.581444262678196
4.375,-2.125,0.708301,0.570791596489673
4.425,-2.125,0.69505,0.560113142774254
-4.475,-2.075,0.680876,0.548690880079941
-4.425,-2.075,0.694039,0.559298418096397
-4.375,-2.075,0.707174,0.569883392026819
-4.325,-2.075,0.720275,0.580440966709914
-4.275,-2.075,0.733339,0.590968724565037
-4.225,-2.075,0.746364,0.601465053871755
-4.175,-2.075,0.759344,0.611925119468777
-4.125,-2.075,0.772277,0.622347309635671
-4.075,-2.075,0.785158,0.632727595071359
-4.025,-2.075,0.797985,0.643064364055411
-3.975,-2.075,0.810754,0.653354393146965
-3.925,-2.075,0.823461,0.663594458905158
-3.875,-2.075,0.836102,0.67378133788913
-3.825,-2.075,0.848675,0.683913418378448
-3.775,-2.075,0.861175,0.693986671072036
-3.725,-2.075,0.873599,0.703998678389247
-3.675,-2.075,0.885944,0.713947022749434
-3.625,-2.075,0.898206,0.723828480711736
-3.575,-2.075,0.910382,0.733640634695506
-3.525,-2.075,0.922469,0.743381067120097
-3.475,-2.075,0.934463,0.753046554544649
-3.425,-2.075,0.946361,0.762634679388513
-3.375,-2.075,0.958159,0.772142218210829
-3.325,-2.075,0.969855,0.781567559291165
-3.275,-2.075,0.981446,0.790908285048875
-3.225,-2.075,0.992927,0.800160366182882
-3.175,-2.075,1.0043,0.809325414413616
-3.125,-2.075,1.01555,0.818391341837845
-3.075,-2.075,1.02669,0.82736862463837
-3.025,-2.075,1.0377,0.836241145610882
-2.975,-2.075,1.04859,0.845016963357536
-2.925,-2.075,1.05936,0.853696077878331
-2.875,-2.075,1.06999,0.862262371968958
-2.825,-2.075,1.08049,0.870723904231572
-2.775,-2.075,1.09086,0.879080674666172
-2.725,-2.075,1.10109,0.887324624670605
-2.675,-2.075,1.11118,0.895455754244869
-2.625,-2.075,1.12112,0.90346600478681
-2.575,-2.075,1.13092,0.911363434898582
-2.525,-2.075,1.14057,0.919139985978032
-2.475,-2.075,1.15007,0.926795658025159
-2.425,-2.075,1.15942,0.934330451039962
-2.375,-2.075,1.16861,0.941736306420288
-2.325,-2.075,1.17765,0.949021282768291
-2.275,-2.075,1.18652,0.956169262879661
-2.225,-2.075,1.19523,0.963188305356553
-2.175,-2.075,1.20378,0.970078410198967
-2.125,-2.075,1.21217,0.976839577406903
-2.075,-2.075,1.22038,0.983455689776051
-2.025,-2.075,1.22842,0.989934805908567
-1.975,-2.075,1.23629,0.99627692580445
-1.925,-2.075,1.24399,1.0024820494637
-1.875,-2.075,1.25151,1.00854211828416
-1.825,-2.075,1.25886,1.01446519086799
-1.775,-2.075,1.26602,1.02023515001088
-1.725,-2.075,1.27301,1.02586811291713
-1.675,-2.075,1.27981,1.03134796238245
-1.625,-2.075,1.28643,1.03668275700897
-1.575,-2.075,1.29286,1.04186443819455
-1.525,-2.075,1.2991,1.04689300593919
-1.475,-2.075,1.30516,1.05177651884504
-1.425,-2.075,1.31103,1.05650691830995
-1.375,-2.075,1.3167,1.06107614573176
-1.325,-2.075,1.32219,1.06550031831479
-1.275,-2.075,1.32748,1.06976331885471
-1.225,-2.075,1.33257,1.07386514735154
-1.175,-2.075,1.33747,1.07781386240743
-1.125,-2.075,1.34218,1.08160946402237
-1.075,-2.075,1.34668,1.08523583499206
-1.025,-2.075,1.35099,1.08870909252081
-0.975,-2.075,1.3551,1.09202117800646
-0.925,-2.075,1.35901,1.09517209144902
-0.875,-2.075,1.36271,1.09815377424632
-0.825,-2.075,1.36622,1.10098234360268
-0.775,-2.075,1.36952,1.10364168231379
-0.725,-2.075,1.37262,1.1061398489818
-0.675,-2.075,1.37551,1.10846878500455
-0.625,-2.075,1.3782,1.11063654898421
-0.575,-2.075,1.38069,1.11264314092078
-0.525,-2.075,1.38297,1.11448050221209
-0.475,-2.075,1.38504,1.11614863285814
-0.425,-2.075,1.38691,1.11765559146111
-0.375,-2.075,1.38857,1.11899331941881
-0.325,-2.075,1.39002,1.12016181673127
-0.275,-2.075,1.39127,1.12116914200063
-0.225,-2.075,1.3923,1.12199917802258
-0.175,-2.075,1.39313,1.12266804200143
-0.125,-2.075,1.39375,1.12316767533504
-0.075,-2.075,1.39417,1.12350613662554
-0.025,-2.075,1.39437,1.12366730866864
0.025,-2.075,1.39437,1.12366730866864
0.075,-2.075,1.39416,1.12349807802339
0.125,-2.075,1.39374,1.12315961673288
0.175,-2.075,1.39311,1.12265192479712
0.225,-2.075,1.39227,1.12197500221612
0.275,-2.075,1.39123,1.12113690759201
0.325,-2.075,1.38998,1.12012958232265
0.375,-2.075,1.38852,1.11895302640804
0.425,-2.075,1.38685,1.11760723984818
0.475,-2.075,1.38498,1.11610028124522
0.525,-2.075,1.3829,1.114424091997
0.575,-2.075,1.38062,1.11258673070569
0.625,-2.075,1.37812,1.11057208016697
0.675,-2.075,1.37543,1.10840431618731
0.725,-2.075,1.37253,1.1060673215624
0.775,-2.075,1.36942,1.10356109629224
0.825,-2.075,1.36612,1.10090175758113
0.875,-2.075,1.3626,1.09806512962262
0.925,-2.075,1.35889,1.09507538822316
0.975,-2.075,1.35498,1.0919244747806
1.025,-2.075,1.35087,1.08861238929495
1.075,-2.075,1.34655,1.08513107316405
1.125,-2.075,1.34204,1.0814966435922
1.175,-2.075,1.33733,1.07770104197726
1.225,-2.075,1.33242,1.07374426831922
1.275,-2.075,1.32732,1.06963438122023
1.325,-2.075,1.32203,1.06537138068031
1.375,-2.075,1.31654,1.06094720809728
1.425,-2.075,1.31086,1.05636992207332
1.475,-2.075,1.30498,1.05163146400625
1.525,-2.075,1.29892,1.0467479511004
1.575,-2.075,1.29267,1.04171132475361
1.625,-2.075,1.28623,1.03652158496587
1.675,-2.075,1.27961,1.03118679033935
1.725,-2.075,1.27281,1.02570694087404
1.775,-2.075,1.26582,1.02007397796778
1.825,-2.075,1.25865,1.01429596022274
1.875,-2.075,1.2513,1.00837288763891
1.925,-2.075,1.24377,1.00230476021629
1.975,-2.075,1.23607,0.996099636557043
2.025,-2.075,1.22819,0.989749458059005
2.075,-2.075,1.22015,0.98327034192649
2.125,-2.075,1.21193,0.976646170955186
2.175,-2.075,1.20354,0.96988500374725
2.225,-2.075,1.19499,0.962994898904836
2.275,-2.075,1.18627,0.955967797825789
2.325,-2.075,1.1774,0.948819817714419
2.375,-2.075,1.16836,0.941534841366417
2.425,-2.075,1.15916,0.934120927383936
2.475,-2.075,1.14981,0.926586134369132
2.525,-2.075,1.14031,0.918930462322006
2.575,-2.075,1.13065,0.911145852640401
2.625,-2.075,1.12085,0.903248422528628
2.675,-2.075,1.1109,0.895230113384532
2.725,-2.075,1.10081,0.887098983810268
2.775,-2.075,1.09058,0.878855033805836
2.825,-2.075,1.08021,0.870498263371236
2.875,-2.075,1.06971,0.862036731108622
2.925,-2.075,1.05907,0.85346237841584
2.975,-2.075,1.04831,0.8447913224972
3.025,-2.075,1.03741,0.836007446148391
3.075,-2.075,1.0264,0.827134925175879
3.125,-2.075,1.01526,0.818157642375354
3.175,-2.075,1.00401,0.809091714951125
3.225,-2.075,0.992636,0.799925860860175
3.275,-2.075,0.981155,0.790673779726169
3.325,-2.075,0.969565,0.781333859828674
3.375,-2.075,0.957869,0.771908518748338
3.425,-2.075,0.946071,0.762400979926022
3.475,-2.075,0.934174,0.752813660942373
3.525,-2.075,0.922181,0.743148979378037
3.575,-2.075,0.910095,0.733409352813661
3.625,-2.075,0.89792,0.723598004690107
3.675,-2.075,0.88566,0.713718158448236
3.725,-2.075,0.873317,0.703771425808479
3.775,-2.075,0.860895,0.693761030211699
3.825,-2.075,0.848398,0.683690195098758
3.875,-2.075,0.835828,0.673560532190086
3.925,-2.075,0.82319,0.663376070786761
3.975,-2.075,0.810487,0.65313922846943
4.025,-2.075,0.797722,0.642852422818738
4.075,-2.075,0.784899,0.632518877275548
4.125,-2.075,0.772022,0.622141815280722
4.175,-2.075,0.759095,0.611724460275121
4.225,-2.075,0.74612,0.601268423979177
4.275,-2.075,0.733101,0.590776929833751
4.325,-2.075,0.720043,0.580254007139922
4.375,-2.075,0.706948,0.569701267618119
4.425,-2.075,0.693821,0.559122740569421
-4.475,-2.025,0.679773,0.547802016262259
-4.425,-2.025,0.692817,0.558313656913072
-4.375,-2.025,0.705832,0.568801927617635
-4.325,-2.025,0.718813,0.579262799074873
-4.275,-2.025,0.731758,0.589694659564352
-4.225,-2.025,0.744662,0.600093479784997
-4.175,-2.025,0.757523,0.610457648016375
-4.125,-2.025,0.770337,0.620783940817626
-4.075,-2.025,0.7831,0.631069134747887
-4.025,-2.025,0.795808,0.641310006366296
-3.975,-2.025,0.808458,0.651504138092206
-3.925,-2.025,0.821048,0.661649918205188
-3.875,-2.025,0.833572,0.671742511543948
-3.825,-2.025,0.846028,0.681780306388054
-3.775,-2.025,0.858412,0.691760079296645
-3.725,-2.025,0.870721,0.701679412689075
-3.675,-2.025,0.882951,0.711535083124481
-3.625,-2.025,0.8951,0.721325478882433
-3.575,-2.025,0.907163,0.731046570661853
-3.525,-2.025,0.919137,0.740695940882095
-3.475,-2.025,0.93102,0.750271977822727
-3.425,-2.025,0.942807,0.759770652182672
-3.375,-2.025,0.954496,0.7691903522415
-3.325,-2.025,0.966084,0.778528660418564
-3.275,-2.025,0.977567,0.787782353273001
-3.225,-2.025,0.988942,0.796949013224166
-3.175,-2.025,1.00021,0.806029446132274
-3.125,-2.025,1.01136,0.815014787534954
-3.075,-2.025,1.02239,0.823903425711776
-3.025,-2.025,1.0333,0.83269536066274
-2.975,-2.025,1.04409,0.841390592387844
-2.925,-2.025,1.05476,0.849989120887091
-2.875,-2.025,1.0653,0.858482887558324
-2.825,-2.025,1.0757,0.866863833799389
-2.775,-2.025,1.08597,0.875140018212441
-2.725,-2.025,1.09611,0.883311440797479
-2.675,-2.025,1.10611,0.891370042952349
-2.625,-2.025,1.11596,0.899307766074897
-2.575,-2.025,1.12567,0.907132668767276
-2.525,-2.025,1.13524,0.914844751029487
-2.475,-2.025,1.14465,0.922427895657219
-2.425,-2.025,1.15391,0.929890161252629
-2.375,-2.025,1.16302,0.937231547815716
-2.325,-2.025,1.17198,0.94445205534648
-2.275,-2.025,1.18077,0.951535566640611
-2.225,-2.025,1.18941,0.958498198902418
-2.175,-2.025,1.19788,0.965323834927593
-2.125,-2.025,1.20619,0.972020533318291
-2.075,-2.025,1.21433,0.978580235472355
-2.025,-2.025,1.2223,0.985002941389786
-1.975,-2.025,1.2301,0.991288651070585
-1.925,-2.025,1.23773,0.997437364514751
-1.875,-2.025,1.24519,1.00344908172228
-1.825,-2.025,1.25247,1.00931574409103
-1.775,-2.025,1.25957,1.01503735162099
-1.725,-2.025,1.26649,1.02061390431216
-1.675,-2.025,1.27324,1.0260534607667
-1.625,-2.025,1.2798,1.03133990378029
-1.575,-2.025,1.28617,1.03647323335294
-1.525,-2.025,1.29236,1.04146150808681
-1.475,-2.025,1.29837,1.04630472798188
-1.425,-2.025,1.30419,1.05099483443602
-1.375,-2.025,1.30981,1.05552376884706
-1.325,-2.025,1.31525,1.05990764841931
-1.275,-2.025,1.3205,1.06413841455061
-1.225,-2.025,1.32555,1.06820800863882
-1.175,-2.025,1.33041,1.07212448928609
-1.125,-2.025,1.33507,1.07587979789026
-1.075,-2.025,1.33954,1.07948199305349
-1.025,-2.025,1.34381,1.08292301617361
-0.975,-2.025,1.34788,1.08620286725065
-0.925,-2.025,1.35176,1.08932960488674
-0.875,-2.025,1.35543,1.09228711187757
-0.825,-2.025,1.35891,1.09509150542747
-0.775,-2.025,1.36218,1.09772666833211
-0.725,-2.025,1.36526,1.10020871779581
-0.675,-2.025,1.36813,1.10252153661426
-0.625,-2.025,1.37079,1.10466512478745
-0.575,-2.025,1.37326,1.10665559951971
-0.525,-2.025,1.37552,1.10847684360671
-0.475,-2.025,1.37758,1.11013691565061
-0.425,-2.025,1.37943,1.11162775704926
-0.375,-2.025,1.38107,1.11294936780266
-0.325,-2.025,1.38251,1.11410980651296
-0.275,-2.025,1.38375,1.11510907318017
-0.225,-2.025,1.38478,1.11593910920212
-0.175,-2.025,1.3856,1.11659991457882
-0.125,-2.025,1.38622,1.11709954791242
-0.075,-2.025,1.38663,1.11742995060077
-0.025,-2.025,1.38683,1.11759112264387
0.025,-2.025,1.38683,1.11759112264387
0.075,-2.025,1.38662,1.11742189199861
0.125,-2.025,1.3862,1.11708343070811
0.175,-2.025,1.38558,1.11658379737451
0.225,-2.025,1.38475,1.11591493339565
0.275,-2.025,1.38371,1.11507683877155
0.325,-2.025,1.38247,1.11407757210434
0.375,-2.025,1.38103,1.11291713339404
0.425,-2.025,1.37937,1.11157940543633
0.475,-2.025,1.37752,1.11008856403768
0.525,-2.025,1.37545,1.10842043339162
0.575,-2.025,1.37319,1.10659918930462
0.625,-2.025,1.37072,1.10460871457237
0.675,-2.025,1.36804,1.10244900919487
0.725,-2.025,1.36517,1.10013619037642
0.775,-2.025,1.36209,1.09765414091272
0.825,-2.025,1.35881,1.09501091940592
0.875,-2.025,1.35533,1.09220652585603
0.925,-2.025,1.35165,1.08924096026303
0.975,-2.025,1.34777,1.08611422262694
1.025,-2.025,1.34369,1.08282631294776
1.075,-2.025,1.33941,1.07937723122547
1.125,-2.025,1.33494,1.07577503606224
1.175,-2.025,1.33027,1.07201166885592
1.225,-2.025,1.3254,1.0680871296065
1.275,-2.025,1.32034,1.06400947691613
1.325,-2.025,1.31509,1.05977871078483
1.375,-2.025,1.30965,1.05539483121258
1.425,-2.025,1.30402,1.05085783819939
1.475,-2.025,1.2982,1.04616773174525
1.525,-2.025,1.29219,1.04132451185017
1.575,-2.025,1.28599,1.03632817851416
1.625,-2.025,1.27961,1.03118679033935
1.675,-2.025,1.27304,1.0258922887236
1.725,-2.025,1.2663,1.02046079087122
1.775,-2.025,1.25937,1.01487617957789
1.825,-2.025,1.25226,1.00914651344578
1.875,-2.025,1.24498,1.00327985107703
1.925,-2.025,1.23752,0.997268133869499
1.975,-2.025,1.22988,0.991111361823178
2.025,-2.025,1.22208,0.984825652142379
2.075,-2.025,1.2141,0.978394887622793
2.125,-2.025,1.20596,0.971835185468729
2.175,-2.025,1.19764,0.965130428475877
2.225,-2.025,1.18917,0.958304792450702
2.275,-2.025,1.18053,0.951342160188894
2.325,-2.025,1.17173,0.944250590292608
2.375,-2.025,1.16278,0.937038141363999
2.425,-2.025,1.15366,0.929688696198757
2.475,-2.025,1.1444,0.922226430603348
2.525,-2.025,1.13498,0.91463522737346
2.575,-2.025,1.12541,0.906923145111249
2.625,-2.025,1.1157,0.89909824241887
2.675,-2.025,1.10584,0.891152460694168
2.725,-2.025,1.09584,0.883093858539298
2.775,-2.025,1.08571,0.874930494556414
2.825,-2.025,1.07543,0.866646251541208
2.875,-2.025,1.06503,0.858265305300142
2.925,-2.025,1.05449,0.849771538628909
2.975,-2.025,1.04382,0.841173010129663
3.025,-2.025,1.03303,0.832477778404558
3.075,-2.025,1.02211,0.82367778485144
3.125,-2.025,1.01108,0.814789146674618
3.175,-2.025,0.999929,0.805802999411722
3.225,-2.025,0.988664,0.796724984084261
3.275,-2.025,0.977289,0.787558324133096
3.325,-2.025,0.965806,0.778304631278658
3.375,-2.025,0.954219,0.76896712896181
3.425,-2.025,0.942531,0.759548234763198
3.475,-2.025,0.930745,0.750050366263468
3.525,-2.025,0.918863,0.740475135183051
3.575,-2.025,0.90689,0.730826570823025
3.625,-2.025,0.894829,0.721107090764036
3.675,-2.025,0.882683,0.711319112586731
3.725,-2.025,0.870455,0.701465053871755
3.775,-2.025,0.858149,0.691548138059972
3.825,-2.025,0.845768,0.681570782732027
3.875,-2.025,0.833315,0.671535405468567
3.925,-2.025,0.820794,0.661445229710454
3.975,-2.025,0.808209,0.65130347889855
4.025,-2.025,0.795563,0.641112570613501
4.075,-2.025,0.782859,0.630874922435954
4.125,-2.025,0.770102,0.620594563666986
4.175,-2.025,0.757294,0.610273106027029
4.225,-2.025,0.744439,0.599913772956943
4.275,-2.025,0.73154,0.589518982037376
4.325,-2.025,0.718602,0.579092762569405
4.375,-2.025,0.705628,0.568637532133676
4.425,-2.025,0.692621,0.558155708310837
-4.475,-1.975,0.678697,0.546934910670395
-4.425,-1.975,0.691625,0.557353071536211
-4.375,-1.975,0.704523,0.567747056595563
-4.325,-1.975,0.717388,0.578114448267804
-4.275,-1.975,0.730216,0.588452023112071
-4.225,-1.975,0.743005,0.598758169407935
-4.175,-1.975,0.75575,0.609028857854317
-4.125,-1.975,0.768448,0.619261670870571
-4.075,-1.975,0.781095,0.629453385015835
-4.025,-1.975,0.793689,0.639602388569679
-3.975,-1.975,0.806224,0.649703846370809
-3.925,-1.975,0.818699,0.659756952559009
-3.875,-1.975,0.83111,0.669758483693419
-3.825,-1.975,0.843453,0.679705216333175
-3.775,-1.975,0.855724,0.689593927037416
-3.725,-1.975,0.867921,0.699423004085711
-3.675,-1.975,0.88004,0.709189224037199
-3.625,-1.975,0.892078,0.718890169311231
-3.575,-1.975,0.904032,0.728523422327163
-3.525,-1.975,0.915897,0.738084953783917
-3.475,-1.975,0.927672,0.747573957821276
-3.425,-1.975,0.939352,0.756986405138165
-3.375,-1.975,0.950935,0.766320684014151
-3.325,-1.975,0.962417,0.775573571008373
-3.275,-1.975,0.973796,0.7847434544004
-3.225,-1.975,0.985068,0.79382711074937
-3.175,-1.975,0.99623,0.802822122474636
-3.125,-1.975,1.00728,0.811726877855767
-3.075,-1.975,1.01821,0.82053493001104
-3.025,-1.975,1.02903,0.82925433754261
-2.975,-1.975,1.03972,0.837868983246166
-2.925,-1.975,1.05029,0.846386925723864
-2.875,-1.975,1.06073,0.854800106373548
-2.825,-1.975,1.07105,0.863116583797375
-2.775,-1.975,1.08123,0.871320240791032
-2.725,-1.975,1.09127,0.879411077354522
-2.675,-1.975,1.10118,0.887397152089999
-2.625,-1.975,1.11095,0.895270406395307
-2.575,-1.975,1.12057,0.903022781668292
-2.525,-1.975,1.13005,0.910662336511109
-2.475,-1.975,1.13938,0.918181012321603
-2.425,-1.975,1.14856,0.925578809099774
-2.375,-1.975,1.15759,0.932855726845621
-2.325,-1.975,1.16646,0.940003706956991
-2.275,-1.975,1.17518,0.947030808036038
-2.225,-1.975,1.18374,0.953928971480607
-2.175,-1.975,1.19214,0.960698197290698
-2.125,-1.975,1.20038,0.967338485466311
-2.075,-1.975,1.20845,0.973841777405291
-2.025,-1.975,1.21635,0.980208073107639
-1.975,-1.975,1.22408,0.986437372573353
-1.925,-1.975,1.23165,0.99253773440459
-1.875,-1.975,1.23904,0.998493041397039
-1.825,-1.975,1.24626,1.00431135215286
-1.775,-1.975,1.2533,1.00998460806988
-1.725,-1.975,1.26016,1.01551280914813
-1.675,-1.975,1.26685,1.02090401398973
-1.625,-1.975,1.27335,1.0261421053904
-1.575,-1.975,1.27967,1.03123514195228
-1.525,-1.975,1.28581,1.03618312367537
-1.475,-1.975,1.29177,1.04098605055967
-1.425,-1.975,1.29753,1.04562780540088
-1.375,-1.975,1.30311,1.05012450540329
-1.325,-1.975,1.30851,1.05447615056692
-1.275,-1.975,1.31371,1.05866662368746
-1.225,-1.975,1.31872,1.06270398336705
-1.175,-1.975,1.32354,1.06658822960569
-1.125,-1.975,1.32816,1.07031130380124
-1.075,-1.975,1.33259,1.07388126455585
-1.025,-1.975,1.33683,1.07729811186952
-0.975,-1.975,1.34087,1.08055378714008
-0.925,-1.975,1.34471,1.08364829036755
-0.875,-1.975,1.34835,1.08658162155193
-0.825,-1.975,1.3518,1.08936183929536
-0.775,-1.975,1.35505,1.09198088499569
-0.725,-1.975,1.3581,1.09443875865292
-0.675,-1.975,1.36094,1.09672740166491
-0.625,-1.975,1.36359,1.09886293123595
-0.575,-1.975,1.36603,1.10082923016174
-0.525,-1.975,1.36828,1.10264241564658
-0.475,-1.975,1.37031,1.10427831188402
-0.425,-1.975,1.37215,1.10576109468052
-0.375,-1.975,1.37378,1.10707464683176
-0.325,-1.975,1.37521,1.10822702693991
-0.275,-1.975,1.37644,1.10921823500496
-0.225,-1.975,1.37746,1.11004021242475
-0.175,-1.975,1.37828,1.11070101780145
-0.125,-1.975,1.37889,1.1111925925329
-0.075,-1.975,1.37929,1.11151493661909
-0.025,-1.975,1.3795,1.11168416726435
0.025,-1.975,1.37949,1.11167610866219
0.075,-1.975,1.37928,1.11150687801694
0.125,-1.975,1.37887,1.11117647532859
0.175,-1.975,1.37825,1.11067684199499
0.225,-1.975,1.37743,1.11001603661829
0.275,-1.975,1.3764,1.10918600059634
0.325,-1.975,1.37517,1.10819479253129
0.375,-1.975,1.37374,1.10704241242314
0.425,-1.975,1.3721,1.10572080166974
0.475,-1.975,1.37026,1.10423801887325
0.525,-1.975,1.36821,1.1025860054315
0.575,-1.975,1.36596,1.10077281994665
0.625,-1.975,1.36351,1.09879846241871
0.675,-1.975,1.36086,1.09666293284767
0.725,-1.975,1.35801,1.09436623123353
0.775,-1.975,1.35496,1.0919083575763
0.825,-1.975,1.3517,1.08928125327381
0.875,-1.975,1.34825,1.08650103553038
0.925,-1.975,1.3446,1.08355964574385
0.975,-1.975,1.34075,1.08045708391422
1.025,-1.975,1.33671,1.07720140864366
1.075,-1.975,1.33247,1.07378456132999
1.125,-1.975,1.32803,1.07020654197323
1.175,-1.975,1.3234,1.06647540917552
1.225,-1.975,1.31858,1.06259116293688
1.275,-1.975,1.31356,1.05854574465513
1.325,-1.975,1.30835,1.05434721293244
1.375,-1.975,1.30296,1.05000362637097
1.425,-1.975,1.29737,1.0454988677664
1.475,-1.975,1.2916,1.04084905432304
1.525,-1.975,1.28564,1.03604612743873
1.575,-1.975,1.2795,1.03109814571564
1.625,-1.975,1.27317,1.02599705055161
1.675,-1.975,1.26666,1.02075090054879
1.725,-1.975,1.25997,1.01535969570718
1.775,-1.975,1.2531,1.00982343602679
1.825,-1.975,1.24606,1.00415018010976
1.875,-1.975,1.23883,0.998323810751787
1.925,-1.975,1.23144,0.992368503759338
1.975,-1.975,1.22387,0.986268141928101
2.025,-1.975,1.21613,0.980030783860232
2.075,-1.975,1.20823,0.973664488157884
2.125,-1.975,1.20015,0.967153137616749
2.175,-1.975,1.19191,0.960512849441136
2.225,-1.975,1.18351,0.953743623631045
2.275,-1.975,1.17495,0.946845460186476
2.325,-1.975,1.16623,0.939818359107429
2.375,-1.975,1.15735,0.932662320393905
2.425,-1.975,1.14832,0.925385402648057
2.475,-1.975,1.13913,0.917979547267731
2.525,-1.975,1.1298,0.910460871457237
2.575,-1.975,1.12032,0.90282131661442
2.625,-1.975,1.11069,0.89506088273928
2.675,-1.975,1.10092,0.887187628433972
2.725,-1.975,1.09101,0.879201553698496
2.775,-1.975,1.08097,0.871110717135006
2.825,-1.975,1.07079,0.862907060141348
2.875,-1.975,1.06047,0.854590582717522
2.925,-1.975,1.05003,0.846177402067837
2.975,-1.975,1.03946,0.83765945959014
3.025,-1.975,1.02876,0.829036755284428
3.075,-1.975,1.01795,0.820325406355014
3.125,-1.975,1.00701,0.811509295597586
3.175,-1.975,0.995964,0.802607763657316
3.225,-1.975,0.984802,0.79361275193205
3.275,-1.975,0.973531,0.784529901443296
3.325,-1.975,0.962153,0.775360823911484
3.375,-1.975,0.950671,0.766107936917262
3.425,-1.975,0.939089,0.756774463901492
3.475,-1.975,0.927411,0.747363628305034
3.525,-1.975,0.915638,0.737876235988106
3.575,-1.975,0.903774,0.728315510391568
3.625,-1.975,0.891823,0.718684674956282
3.675,-1.975,0.879787,0.70898534140268
3.725,-1.975,0.867671,0.699221539031839
3.775,-1.975,0.855477,0.689394879564191
3.825,-1.975,0.843209,0.679508586440596
3.875,-1.975,0.83087,0.669565077241702
3.925,-1.975,0.818463,0.659566769548154
3.975,-1.975,0.805993,0.649517692661031
4.025,-1.975,0.793462,0.639419458300763
4.075,-1.975,0.780873,0.629274484047997
4.125,-1.975,0.768232,0.619087605064026
4.175,-1.975,0.75554,0.608859627209064
4.225,-1.975,0.742801,0.598593773923975
4.275,-1.975,0.730019,0.58829326864962
4.325,-1.975,0.717198,0.577961334826861
4.375,-1.975,0.70434,0.567599584176129
4.425,-1.975,0.69145,0.557212045998501
-4.475,-1.925,0.677647,0.546088757444134
-4.425,-1.925,0.690462,0.5564158561056
-4.375,-1.925,0.703247,0.566718778960601
-4.325,-1.925,0.715999,0.576995108428492
-4.275,-1.925,0.728715,0.587242426928625
-4.225,-1.925,0.741391,0.597457511020138
-4.175,-1.925,0.754024,0.607637943122386
-4.125,-1.925,0.766609,0.61777969393429
-4.075,-1.925,0.779145,0.627881957595636
-4.025,-1.925,0.791627,0.637940704805344
-3.975,-1.925,0.804051,0.647952712122555
-3.925,-1.925,0.816416,0.657917173687052
-3.875,-1.925,0.828716,0.667829254337543
-3.825,-1.925,0.840949,0.677687342353595
-3.775,-1.925,0.853111,0.687488214294348
-3.725,-1.925,0.8652,0.697230258439371
-3.675,-1.925,0.877211,0.706909445487586
