Time [ms],Trace [mG]
-0.931648,0.387688
-0.931136,0.36269
-0.930624,0.319651
-0.930112,0.264427
-0.929599,0.204221
-0.929087,0.14638
-0.928575,0.0975199
-0.928063,0.0624402
-0.927551,0.0435304
-0.927039,0.0403943
-0.926527,0.0504887
-0.926015,0.0700215
-0.925503,0.0946285
-0.924991,0.119857
-0.924479,0.141632
-0.923967,0.156956
-0.923455,0.164116
-0.922943,0.162431
-0.922431,0.151855
-0.921919,0.132819
-0.921407,0.106276
-0.920895,0.0736062
-0.920383,0.0364462
-0.919871,-0.00335519
-0.919359,-0.0435476
-0.918847,-0.0813409
-0.918335,-0.113531
-0.917823,-0.136832
-0.917311,-0.148191
-0.916799,-0.144969
-0.916287,-0.125077
-0.915775,-0.0871755
-0.915263,-0.030963
-0.914751,0.0425555
-0.914239,0.130837
-0.913727,0.229507
-0.913215,0.332449
-0.912703,0.432181
-0.912191,0.520525
-0.911679,0.589291
-0.911167,0.631372
-0.910655,0.642283
-0.910143,0.621188
-0.909631,0.571273
-0.909119,0.499244
-0.908607,0.414742
-0.908095,0.32913
-0.907583,0.253702
-0.907071,0.197554
-0.906559,0.165804
-0.906047,0.158993
-0.905535,0.173309
-0.905023,0.201335
-0.904511,0.233229
-0.903999,0.258609
-0.903487,0.268974
-0.902975,0.259504
-0.902463,0.229684
-0.901951,0.183153
-0.901439,0.126884
-0.900927,0.0700259
-0.900415,0.0216849
-0.899903,-0.0112493
-0.899391,-0.0256103
-0.898879,-0.0221362
-0.898367,-0.00461055
-0.897855,0.0211213
-0.897343,0.0485852
-0.896831,0.07215
-0.896319,0.0886025
-0.895807,0.0977678
-0.895295,0.101981
-0.894783,0.104855
-0.894271,0.10998
-0.893759,0.120071
-0.893247,0.136322
-0.892735,0.158056
-0.892223,0.182636
-0.891711,0.20623
-0.891199,0.224934
-0.890687,0.235892
-0.890175,0.237509
-0.889663,0.229216
-0.889151,0.211464
-0.888639,0.185661
-0.888127,0.154341
-0.887615,0.120408
-0.887103,0.0867906
-0.886591,0.055844
-0.886079,0.0293173
-0.885567,0.00831416
-0.885055,-0.00707194
-0.884543,-0.0176613
-0.884031,-0.0253395
-0.883519,-0.032137
-0.883007,-0.0397774
-0.882495,-0.0488385
-0.881983,-0.0584558
-0.881471,-0.0665401
-0.880959,-0.0700575
-0.880447,-0.0658935
-0.879935,-0.0513397
-0.879423,-0.0254277
-0.878911,0.0101897
-0.878399,0.0510351
-0.877887,0.090643
-0.877375,0.122255
-0.876863,0.139855
-0.876351,0.139376
-0.875839,0.119339
-0.875327,0.0816478
-0.874815,0.0314218
-0.874303,-0.024361
-0.873791,-0.0784936
-0.873279,-0.125239
-0.872767,-0.160742
-0.872255,-0.183421
-0.871743,-0.193703
-0.871231,-0.193732
-0.870719,-0.186375
-0.870207,-0.173948
-0.869695,-0.157769
-0.869183,-0.138053
-0.868671,-0.114822
-0.868159,-0.0881771
-0.867647,-0.0587976
-0.867135,-0.0280132
-0.866623,0.00229348
-0.866111,0.0296456
-0.865599,0.0520327
-0.865087,0.0684023
-0.864575,0.0794896
-0.864063,0.0874202
-0.863551,0.0949843
-0.863039,0.105108
-0.862527,0.119711
-0.862015,0.139702
-0.861503,0.164063
-0.860991,0.190379
-0.860479,0.215213
-0.859967,0.235029
-0.859455,0.247187
-0.858943,0.249989
-0.858431,0.243514
-0.857919,0.228864
-0.857407,0.208276
-0.856895,0.184063
-0.856383,0.158386
-0.855871,0.13272
-0.855359,0.107525
-0.854847,0.0826955
-0.854335,0.0575352
-0.853823,0.0317147
-0.853311,0.00521243
-0.852799,-0.0211094
-0.852287,-0.0461885
-0.851775,-0.0689682
-0.851263,-0.0885348
-0.850751,-0.104125
-0.850239,-0.115237
-0.849727,-0.122161
-0.849215,-0.125657
-0.848703,-0.12675
-0.848191,-0.125952
-0.847679,-0.123177
-0.847167,-0.117724
-0.846655,-0.108707
-0.846143,-0.0949329
-0.845631,-0.0747419
-0.845119,-0.0464676
-0.844607,-0.00929311
-0.844095,0.0360703
-0.843583,0.0878069
-0.843071,0.143171
-0.842559,0.198638
-0.842047,0.24966
-0.841535,0.291113
-0.841023,0.318297
-0.840511,0.328175
-0.839999,0.320105
-0.839487,0.295741
-0.838975,0.25882
-0.838463,0.214933
-0.837951,0.170932
-0.837439,0.13334
-0.836927,0.106748
-0.836415,0.0926716
-0.835903,0.0896463
-0.835391,0.0936056
-0.834879,0.0989207
-0.834367,0.0994772
-0.833855,0.0901261
-0.833343,0.0681075
-0.832831,0.0337076
-0.832319,-0.00977399
-0.831807,-0.0572042
-0.831295,-0.102559
-0.830783,-0.140171
-0.830271,-0.16551
-0.829759,-0.176059
-0.829247,-0.171672
-0.828735,-0.154404
-0.828223,-0.12788
-0.827711,-0.0963547
-0.827199,-0.064252
-0.826687,-0.0357695
-0.826175,-0.0147009
-0.825663,-0.00382287
-0.825151,-0.00445751
-0.824639,-0.0163015
-0.824127,-0.03757
-0.823615,-0.0651511
-0.823103,-0.0947728
-0.822591,-0.121542
-0.822079,-0.141007
-0.821567,-0.150169
-0.821055,-0.148072
-0.820543,-0.135786
-0.820031,-0.116218
-0.819519,-0.0938963
-0.819007,-0.0742522
-0.818495,-0.0624975
-0.817983,-0.0623639
-0.817471,-0.0755925
-0.816959,-0.101822
-0.816447,-0.138562
-0.815935,-0.181358
-0.815423,-0.224351
-0.814911,-0.261224
-0.814399,-0.286267
-0.813887,-0.294985
-0.813375,-0.284442
-0.812863,-0.253193
-0.812351,-0.201691
-0.811839,-0.132558
-0.811327,-0.0501003
-0.810815,0.0404035
-0.810303,0.133574
-0.809791,0.223866
-0.809279,0.306043
-0.808767,0.375521
-0.808255,0.42914
-0.807743,0.465575
-0.807231,0.484891
-0.806719,0.488047
-0.806207,0.476481
-0.805695,0.452557
-0.805183,0.419068
-0.804671,0.3784
-0.804159,0.331754
-0.803647,0.279431
-0.803135,0.221432
-0.802623,0.157776
-0.802111,0.0887602
-0.801599,0.0151282
-0.801087,-0.061162
-0.800575,-0.136708
-0.800063,-0.206622
-0.799551,-0.26545
-0.799039,-0.307956
-0.798527,-0.329826
-0.798015,-0.328546
-0.797503,-0.304055
-0.796991,-0.259304
-0.796479,-0.199935
-0.795967,-0.133794
-0.795455,-0.0699631
-0.794943,-0.0174147
-0.794431,0.0164778
-0.793919,0.0270651
-0.793407,0.0131333
-0.792895,-0.0230754
-0.792383,-0.0758826
-0.791871,-0.137057
-0.791359,-0.197099
-0.790847,-0.2471
-0.790335,-0.280576
-0.789823,-0.294048
-0.789311,-0.287561
-0.788798,-0.264053
-0.788286,-0.229241
-0.787774,-0.190404
-0.787262,-0.154982
-0.78675,-0.129191
-0.786238,-0.116773
-0.785726,-0.118971
-0.785214,-0.13421
-0.784702,-0.158691
-0.78419,-0.186794
-0.783678,-0.212266
-0.783166,-0.229641
-0.782654,-0.235135
-0.782142,-0.227198
-0.78163,-0.206304
-0.781118,-0.175006
-0.780606,-0.13752
-0.780094,-0.0988689
-0.779582,-0.0638388
-0.77907,-0.0359925
-0.778558,-0.017212
-0.778046,-0.00737454
-0.777534,-0.00451806
-0.777022,-0.00530715
-0.77651,-0.00583387
-0.775998,-0.00238309
-0.775486,0.00795871
-0.774974,0.0272103
-0.774462,0.0563232
-0.77395,0.0950398
-0.773438,0.141894
-0.772926,0.194486
-0.772414,0.250048
-0.771902,0.305264
-0.77139,0.356676
-0.770878,0.400904
-0.770366,0.43524
-0.769854,0.457594
-0.769342,0.466177
-0.76883,0.459787
-0.768318,0.437831
-0.767806,0.400853
-0.767294,0.35017
-0.766782,0.287823
-0.76627,0.216656
-0.765758,0.140481
-0.765246,0.064228
-0.764734,-0.00703836
-0.764222,-0.0685887
-0.76371,-0.116582
-0.763198,-0.147993
-0.762686,-0.161118
-0.762174,-0.156248
-0.761662,-0.135595
-0.76115,-0.102818
-0.760638,-0.0618738
-0.760126,-0.0170393
-0.759614,0.0272046
-0.759102,0.0660097
-0.75859,0.0947754
-0.758078,0.109604
-0.757566,0.107187
-0.757054,0.0848738
-0.756542,0.0407629
-0.75603,-0.0250171
-0.755518,-0.109694
-0.755006,-0.207729
-0.754494,-0.311723
-0.753982,-0.413289
-0.75347,-0.503699
-0.752958,-0.575083
-0.752446,-0.621792
-0.751934,-0.641574
-0.751422,-0.635551
-0.75091,-0.60745
-0.750398,-0.562621
-0.749886,-0.507259
-0.749374,-0.447524
-0.748862,-0.388731
-0.74835,-0.334637
-0.747838,-0.287625
-0.747326,-0.249433
-0.746814,-0.221855
-0.746302,-0.207029
-0.74579,-0.207058
-0.745278,-0.223659
-0.744766,-0.257392
-0.744254,-0.306934
-0.743742,-0.368516
-0.74323,-0.435903
-0.742718,-0.50121
-0.742206,-0.556097
-0.741694,-0.593283
-0.741182,-0.607685
-0.74067,-0.597203
-0.740158,-0.562845
-0.739646,-0.508514
-0.739134,-0.440012
-0.738622,-0.363743
-0.73811,-0.285001
-0.737598,-0.206972
-0.737086,-0.130838
-0.736574,-0.0562648
-0.736062,0.0174676
-0.73555,0.0911843
-0.735038,0.164474
-0.734526,0.235253
-0.734014,0.29927
-0.733502,0.35087
-0.73299,0.384385
-0.732478,0.394787
-0.731966,0.378777
-0.731454,0.334721
-0.730942,0.263902
-0.73043,0.170483
-0.729918,0.0612004
-0.729406,-0.0556775
-0.728894,-0.1716
-0.728382,-0.277968
-0.72787,-0.367077
-0.727358,-0.432503
-0.726846,-0.47026
-0.726334,-0.47942
-0.725822,-0.461963
-0.72531,-0.422565
-0.724798,-0.367724
-0.724286,-0.305349
-0.723774,-0.243765
-0.723262,-0.190386
-0.72275,-0.150689
-0.722238,-0.12709
-0.721726,-0.119289
-0.721214,-0.124466
-0.720702,-0.137806
-0.72019,-0.153116
-0.719678,-0.163603
-0.719166,-0.163606
-0.718654,-0.149351
-0.718142,-0.119533
-0.71763,-0.074923
-0.717118,-0.0180733
-0.716606,0.0467563
-0.716094,0.114249
-0.715582,0.178733
-0.71507,0.235236
-0.714558,0.279939
-0.714046,0.310182
-0.713534,0.324731
-0.713022,0.323798
-0.71251,0.309338
-0.711998,0.284638
-0.711486,0.253717
-0.710974,0.220853
-0.710462,0.189898
-0.70995,0.164261
-0.709438,0.146194
-0.708926,0.136742
-0.708414,0.135404
-0.707902,0.140385
-0.70739,0.149196
-0.706878,0.158836
-0.706366,0.166405
-0.705854,0.168982
-0.705342,0.164307
-0.70483,0.151045
-0.704318,0.129
-0.703806,0.0991352
-0.703294,0.0630386
-0.702782,0.0231579
-0.70227,-0.0173668
-0.701758,-0.0547841
-0.701246,-0.0853915
-0.700734,-0.106444
-0.700222,-0.116068
-0.69971,-0.113432
-0.699198,-0.0983551
-0.698686,-0.0714877
-0.698174,-0.0340362
-0.697662,0.013064
-0.69715,0.0693812
-0.696638,0.135231
-0.696126,0.21054
-0.695614,0.294425
-0.695102,0.384809
-0.69459,0.478404
-0.694078,0.570735
-0.693566,0.655787
-0.693054,0.727004
-0.692542,0.778303
-0.69203,0.8055
-0.691518,0.806797
-0.691006,0.782811
-0.690494,0.73681
-0.689982,0.674002
-0.68947,0.600854
-0.688958,0.523558
-0.688446,0.447161
-0.687934,0.375142
-0.687422,0.308957
-0.68691,0.248351
-0.686398,0.191307
-0.685886,0.135188
-0.685374,0.0775422
-0.684862,0.0168344
-0.68435,-0.0470852
-0.683838,-0.113161
-0.683326,-0.178737
-0.682814,-0.240321
-0.682302,-0.294235
-0.68179,-0.337526
-0.681278,-0.368294
-0.680766,-0.385386
-0.680254,-0.388679
-0.679742,-0.378809
-0.67923,-0.357172
-0.678718,-0.325484
-0.678206,-0.285678
-0.677694,-0.240196
-0.677182,-0.192059
-0.67667,-0.145058
-0.676158,-0.103258
-0.675646,-0.0704607
-0.675134,-0.0495968
-0.674622,-0.042087
-0.67411,-0.0472116
-0.673598,-0.0616181
-0.673086,-0.0797722
-0.672574,-0.0951721
-0.672062,-0.101632
-0.67155,-0.0944691
-0.671038,-0.0712506
-0.670526,-0.0323791
-0.670014,0.0189868
-0.669502,0.0776435
-0.66899,0.137606
-0.668478,0.193583
-0.667966,0.241704
-0.667454,0.279668
-0.666942,0.306332
-0.66643,0.321553
-0.665918,0.325564
-0.665406,0.318253
-0.664894,0.298505
-0.664382,0.264506
-0.66387,0.214676
-0.663358,0.148638
-0.662846,0.0681342
-0.662334,-0.0227501
-0.661822,-0.117431
-0.66131,-0.207753
-0.660798,-0.284933
-0.660286,-0.341565
-0.659774,-0.373178
-0.659262,-0.379405
-0.65875,-0.364019
-0.658238,-0.333969
-0.657726,-0.298292
-0.657214,-0.265795
-0.656702,-0.243584
-0.65619,-0.235177
-0.655678,-0.240339
-0.655166,-0.255078
-0.654654,-0.272831
-0.654142,-0.286296
-0.65363,-0.28895
-0.653118,-0.276887
-0.652606,-0.249009
-0.652094,-0.207333
-0.651582,-0.155792
-0.65107,-0.0996404
-0.650558,-0.0444068
-0.650046,0.00505604
-0.649534,0.0453321
-0.649022,0.0748432
-0.64851,0.0931457
-0.647997,0.100861
-0.647485,0.0994585
-0.646973,0.0916725
-0.646461,0.0808607
-0.645949,0.0703179
-0.645437,0.0625883
-0.644925,0.0592267
-0.644413,0.0607393
-0.643901,0.0660324
-0.643389,0.0723244
-0.642877,0.075446
-0.642365,0.0712297
-0.641853,0.0567406
-0.641341,0.0310077
-0.640829,-0.00477712
-0.640317,-0.0470979
-0.639805,-0.0901334
-0.639293,-0.126643
-0.638781,-0.149467
-0.638269,-0.152957
-0.637757,-0.13372
-0.637245,-0.0909675
-0.636733,-0.0264814
-0.636221,0.0554118
-0.635709,0.148332
-0.635197,0.244748
-0.634685,0.337248
-0.634173,0.419472
-0.633661,0.486334
-0.633149,0.534383
-0.632637,0.562078
-0.632125,0.570193
-0.631613,0.561141
-0.631101,0.538084
-0.630589,0.504022
-0.630077,0.461606
-0.629565,0.413319
-0.629053,0.361152
-0.628541,0.306541
-0.628029,0.250169
-0.627517,0.192984
-0.627005,0.136648
-0.626493,0.0836202
-0.625981,0.0364088
-0.625469,-0.00309541
-0.624957,-0.033345
-0.624445,-0.0533989
-0.623933,-0.0630257
-0.623421,-0.0634105
-0.622909,-0.0568313
-0.622397,-0.0458497
-0.621885,-0.0328041
-0.621373,-0.0194848
-0.620861,-0.0077021
-0.620349,0.000810263
-0.619837,0.00452959
-0.619325,0.00219288
-0.618813,-0.00727533
-0.618301,-0.0253226
-0.617789,-0.0530344
-0.617277,-0.0905146
-0.616765,-0.135881
-0.616253,-0.185045
-0.615741,-0.232326
-0.615229,-0.270848
-0.614717,-0.293975
-0.614205,-0.296145
-0.613693,-0.274808
-0.613181,-0.231215
-0.612669,-0.170464
-0.612157,-0.100704
-0.611645,-0.0313437
-0.611133,0.0281709
-0.610621,0.0705267
-0.610109,0.0914879
-0.609597,0.0910182
-0.609085,0.0730437
-0.608573,0.0441137
-0.608061,0.0117693
-0.607549,-0.0173252
-0.607037,-0.0378904
-0.606525,-0.0469267
-0.606013,-0.0438119
-0.605501,-0.0301115
-0.604989,-0.00875081
-0.604477,0.0170492
-0.603965,0.0443019
-0.603453,0.0706456
-0.602941,0.0943144
-0.602429,0.114385
-0.601917,0.131115
-0.601405,0.145868
-0.600893,0.160403
-0.600381,0.176301
-0.599869,0.194761
-0.599357,0.216706
-0.598845,0.242155
-0.598333,0.269699
-0.597821,0.29652
-0.597309,0.318992
-0.596797,0.333525
-0.596285,0.336955
-0.595773,0.327207
-0.595261,0.303808
-0.594749,0.268313
-0.594237,0.223937
-0.593725,0.174588
-0.593213,0.123945
-0.592701,0.0751942
-0.592189,0.0307204
-0.591677,-0.00820108
-0.591165,-0.0418904
-0.590653,-0.0715866
-0.590141,-0.0984342
-0.589629,-0.122969
-0.589117,-0.14507
-0.588605,-0.164489
-0.588093,-0.180186
-0.587581,-0.190554
-0.587069,-0.193501
-0.586557,-0.187733
-0.586045,-0.173067
-0.585533,-0.150183
-0.585021,-0.120283
-0.584509,-0.0848573
-0.583997,-0.0462933
-0.583485,-0.00734232
-0.582973,0.0290777
-0.582461,0.0608401
-0.581949,0.0863936
-0.581437,0.104935
-0.580925,0.116303
-0.580413,0.12115
-0.579901,0.120831
-0.579389,0.11697
-0.578877,0.111258
-0.578365,0.10498
-0.577853,0.0990491
-0.577341,0.0936077
-0.576829,0.0882191
-0.576317,0.0816321
-0.575805,0.0723199
-0.575293,0.0585626
-0.574781,0.0388774
-0.574269,0.0122791
-0.573757,-0.0212322
-0.573245,-0.0601639
-0.572733,-0.101846
-0.572221,-0.142545
-0.571709,-0.178224
-0.571197,-0.204671
-0.570685,-0.218201
-0.570173,-0.216257
-0.569661,-0.198291
-0.569149,-0.166309
-0.568637,-0.124417
-0.568125,-0.0778617
-0.567613,-0.0320933
-0.567101,0.00779369
-0.566589,0.0376904
-0.566077,0.0554398
-0.565565,0.0614669
-0.565053,0.0583023
-0.564541,0.0496747
-0.564029,0.0390524
-0.563517,0.0293459
-0.563005,0.0224505
-0.562493,0.0190728
-0.561981,0.0183899
-0.561469,0.0179956
-0.560957,0.0152896
-0.560445,0.00799663
-0.559933,-0.00506776
-0.559421,-0.0246735
-0.558909,-0.051143
-0.558397,-0.0841948
-0.557885,-0.123131
-0.557373,-0.16677
-0.556861,-0.214263
-0.556349,-0.264385
-0.555837,-0.31519
-0.555325,-0.363439
-0.554813,-0.404963
-0.554301,-0.435482
-0.553789,-0.450984
-0.553277,-0.448679
-0.552765,-0.427776
-0.552253,-0.390626
-0.551741,-0.343027
-0.551229,-0.29337
-0.550717,-0.251243
-0.550205,-0.225684
-0.549693,-0.223808
-0.549181,-0.249502
-0.548669,-0.302236
-0.548157,-0.377264
-0.547645,-0.466409
-0.547133,-0.56008
-0.546621,-0.648801
-0.546109,-0.724559
-0.545597,-0.781857
-0.545085,-0.817968
-0.544573,-0.833246
-0.544061,-0.83
-0.543549,-0.811668
-0.543037,-0.781741
-0.542525,-0.743526
-0.542013,-0.700272
-0.541501,-0.655102
-0.540989,-0.611282
-0.540477,-0.572086
-0.539965,-0.540987
-0.539453,-0.521155
-0.538941,-0.514645
-0.538429,-0.521414
-0.537917,-0.538802
-0.537405,-0.56176
-0.536893,-0.583407
-0.536381,-0.595917
-0.535869,-0.591611
-0.535357,-0.564517
-0.534845,-0.511831
-0.534333,-0.43479
-0.533821,-0.338397
-0.533309,-0.230515
-0.532797,-0.120556
-0.532285,-0.01806
-0.531773,0.0689356
-0.531261,0.135319
-0.530749,0.179483
-0.530237,0.203031
-0.529725,0.209649
-0.529213,0.204006
-0.528701,0.190433
-0.528189,0.171968
-0.527677,0.149517
-0.527165,0.121883
-0.526653,0.086572
-0.526141,0.0410667
-0.525629,-0.0157787
-0.525117,-0.0829902
-0.524605,-0.156724
-0.524093,-0.230222
-0.523581,-0.294255
-0.523069,-0.338396
-0.522557,-0.352626
-0.522045,-0.328416
-0.521533,-0.259628
-0.521021,-0.142676
-0.520509,0.0234903
-0.519997,0.237556
-0.519485,0.496883
-0.518973,0.79834
-0.518461,1.13948
-0.517949,1.51826
-0.517437,1.93282
-0.516925,2.38153
-0.516413,2.86251
-0.515901,3.37363
-0.515389,3.91139
-0.514877,4.47128
-0.514365,5.04766
-0.513853,5.63446
-0.513341,6.22594
-0.512829,6.81682
-0.512317,7.40315
-0.511805,7.98238
-0.511293,8.55415
-0.510781,9.11994
-0.510269,9.68276
-0.509757,10.2469
-0.509245,10.817
-0.508733,11.3981
-0.508221,11.9943
-0.507708,12.6088
-0.507196,13.2429
-0.506684,13.8961
-0.506172,14.5659
-0.50566,15.2483
-0.505148,15.9385
-0.504636,16.6318
-0.504124,17.3239
-0.503612,18.0119
-0.5031,18.695
-0.502588,19.3746
-0.502076,20.0538
-0.501564,20.7365
-0.501052,21.4269
-0.50054,22.1283
-0.500028,22.8427
-0.499516,23.5702
-0.499004,24.3093
-0.498492,25.0571
-0.49798,25.8103
-0.497468,26.5657
-0.496956,27.3209
-0.496444,28.0744
-0.495932,28.8253
-0.49542,29.5733
-0.494908,30.3186
-0.494396,31.0617
-0.493884,31.8035
-0.493372,32.5447
-0.49286,33.2864
-0.492348,34.0297
-0.491836,34.7767
-0.491324,35.5294
-0.490812,36.2895
-0.4903,37.0573
-0.489788,37.8324
-0.489276,38.6132
-0.488764,39.3972
-0.488252,40.1807
-0.48774,40.9591
-0.487228,41.7282
-0.486716,42.4848
-0.486204,43.2268
-0.485692,43.953
-0.48518,44.6627
-0.484668,45.3565
-0.484156,46.036
-0.483644,46.7033
-0.483132,47.3595
-0.48262,48.0055
-0.482108,48.6415
-0.481596,49.2679
-0.481084,49.8851
-0.480572,50.4931
-0.48006,51.0923
-0.479548,51.6843
-0.479036,52.2718
-0.478524,52.8584
-0.478012,53.4476
-0.4775,54.0421
-0.476988,54.6446
-0.476476,55.2567
-0.475964,55.8783
-0.475452,56.5087
-0.47494,57.1465
-0.474428,57.7915
-0.473916,58.4446
-0.473404,59.1077
-0.472892,59.7832
-0.47238,60.4735
-0.471868,61.1797
-0.471356,61.9008
-0.470844,62.6325
-0.470332,63.368
-0.46982,64.0986
-0.469308,64.816
-0.468796,65.513
-0.468284,66.1852
-0.467772,66.8316
-0.46726,67.4546
-0.466748,68.0589
-0.466236,68.6497
-0.465724,69.2317
-0.465212,69.8075
-0.4647,70.3779
-0.464188,70.9423
-0.463676,71.4993
-0.463164,72.0484
-0.462652,72.5906
-0.46214,73.1285
-0.461628,73.6662
-0.461116,74.2081
-0.460604,74.7577
-0.460092,75.3168
-0.45958,75.8847
-0.459068,76.4585
-0.458556,77.0344
-0.458044,77.6087
-0.457532,78.1789
-0.45702,78.7445
-0.456508,79.3073
-0.455996,79.8706
-0.455484,80.4391
-0.454972,81.0169
-0.45446,81.607
-0.453948,82.21
-0.453436,82.8243
-0.452924,83.4465
-0.452412,84.0718
-0.4519,84.6947
-0.451388,85.3097
-0.450876,85.9126
-0.450364,86.5008
-0.449852,87.0736
-0.44934,87.6313
-0.448828,88.1756
-0.448316,88.7086
-0.447804,89.2328
-0.447292,89.7502
-0.44678,90.2622
-0.446268,90.7694
-0.445756,91.272
-0.445244,91.7702
-0.444732,92.2646
-0.44422,92.7558
-0.443708,93.2454
-0.443196,93.735
-0.442684,94.227
-0.442172,94.7237
-0.44166,95.2262
-0.441148,95.735
-0.440636,96.2492
-0.440124,96.7671
-0.439612,97.286
-0.4391,97.802
-0.438588,98.3105
-0.438076,98.8067
-0.437564,99.2868
-0.437052,99.7482
-0.43654,100.19
-0.436028,100.615
-0.435516,101.028
-0.435004,101.438
-0.434492,101.856
-0.43398,102.295
-0.433468,102.766
-0.432956,103.275
-0.432444,103.827
-0.431932,104.419
-0.43142,105.042
-0.430908,105.684
-0.430396,106.327
-0.429884,106.957
-0.429372,107.56
-0.42886,108.125
-0.428348,108.649
-0.427836,109.134
-0.427324,109.586
-0.426812,110.017
-0.4263,110.439
-0.425788,110.861
-0.425276,111.291
-0.424764,111.732
-0.424252,112.182
-0.42374,112.636
-0.423228,113.087
-0.422716,113.526
-0.422204,113.949
-0.421692,114.352
-0.42118,114.736
-0.420668,115.107
-0.420156,115.471
-0.419644,115.837
-0.419132,116.213
-0.41862,116.604
-0.418108,117.014
-0.417596,117.442
-0.417084,117.886
-0.416572,118.34
-0.41606,118.798
-0.415548,119.257
-0.415036,119.709
-0.414524,120.152
-0.414012,120.583
-0.4135,121.001
-0.412988,121.406
-0.412476,121.802
-0.411964,122.191
-0.411452,122.578
-0.41094,122.967
-0.410428,123.362
-0.409916,123.764
-0.409404,124.173
-0.408892,124.586
-0.40838,124.996
-0.407868,125.399
-0.407356,125.788
-0.406844,126.16
-0.406332,126.512
-0.40582,126.849
-0.405308,127.177
-0.404796,127.505
-0.404284,127.84
-0.403772,128.191
-0.40326,128.56
-0.402748,128.949
-0.402236,129.353
-0.401724,129.765
-0.401212,130.176
-0.4007,130.576
-0.400188,130.958
-0.399676,131.315
-0.399164,131.646
-0.398652,131.951
-0.39814,132.235
-0.397628,132.506
-0.397116,132.771
-0.396604,133.039
-0.396092,133.317
-0.39558,133.612
-0.395068,133.928
-0.394556,134.264
-0.394044,134.617
-0.393532,134.982
-0.39302,135.353
-0.392508,135.72
-0.391996,136.076
-0.391484,136.411
-0.390972,136.721
-0.39046,137.001
-0.389948,137.252
-0.389436,137.473
-0.388924,137.67
-0.388412,137.849
-0.3879,138.018
-0.387388,138.188
-0.386876,138.365
-0.386364,138.557
-0.385852,138.77
-0.38534,139.004
-0.384828,139.26
-0.384316,139.536
-0.383804,139.827
-0.383292,140.13
-0.38278,140.442
-0.382268,140.76
-0.381756,141.081
-0.381244,141.405
-0.380732,141.728
-0.38022,142.048
-0.379708,142.36
