Time [us],Trace [arb. u.]
-0.276823,0.000846183
-0.272823,-0.000433173
-0.268823,-0.00057917
-0.264823,-2.32833e-05
-0.260823,-0.000125174
-0.256823,-0.000721813
-0.252823,-0.000841651
-0.248823,0.0002175
-0.244823,-0.000338071
-0.240823,-0.000898114
-0.236823,0.00142082
-0.232823,0.000209492
-0.228823,-0.00104381
-0.224823,0.0015143
-0.220823,-0.000221994
-0.216823,-0.00104705
-0.212823,0.000577512
-0.208823,-0.0012567
-0.204823,0.000171169
-0.200823,0.00139933
-0.196823,-0.00155671
-0.192823,-0.000921946
-0.188823,0.00119626
-0.184823,-0.00131886
-0.180823,-0.00103752
-0.176823,-0.00101471
-0.172823,0.00068295
-0.168823,3.73474e-05
-0.164823,7.01928e-05
-0.160823,-0.000589099
-0.156823,0.00191922
-0.152823,0.00237179
-0.148823,0.0012442
-0.144823,0.00274721
-0.140823,0.00150943
-0.136823,0.00330542
-0.132823,0.00582753
-0.128823,0.0140708
-0.124823,0.0215648
-0.120823,0.0387251
-0.116823,0.0646547
-0.112823,0.0867019
-0.108823,0.121188
-0.104823,0.16632
-0.100823,0.213499
-0.0968234,0.26514
-0.0928234,0.316391
-0.0888234,0.366782
-0.0848234,0.419716
-0.0808234,0.469622
-0.0768234,0.512003
-0.0728234,0.55172
-0.0688234,0.594137
-0.0648234,0.636962
-0.0608234,0.673854
-0.0568234,0.708899
-0.0528234,0.746298
-0.0488234,0.779482
-0.0448234,0.80811
-0.0408234,0.834698
-0.0368234,0.860453
-0.0328234,0.883312
-0.0288234,0.904936
-0.0248234,0.918404
-0.0208234,0.930836
-0.0168234,0.951026
-0.0128234,0.962344
-0.00882338,0.975206
-0.00482338,0.985311
-0.000823383,0.992146
0.00317662,0.999168
0.00717662,1.00357
0.0111766,0.999344
0.0151766,0.994002
0.0191766,0.979252
0.0231766,0.954994
0.0271766,0.928935
0.0311766,0.89356
0.0351766,0.857667
0.0391766,0.821369
0.0431766,0.781169
0.0471766,0.738016
0.0511766,0.694853
0.0551766,0.653145
0.0591766,0.6146
0.0631766,0.582338
0.0671766,0.551779
0.0711766,0.520113
0.0751766,0.490084
0.0791766,0.459238
0.0831766,0.427233
0.0871766,0.391283
0.0911766,0.356596
0.0951766,0.325236
0.0991766,0.296991
0.103177,0.273119
0.107177,0.247978
0.111177,0.225748
0.115177,0.206975
0.119177,0.190128
0.123177,0.171415
0.127177,0.151895
0.131177,0.131673
0.135177,0.111333
0.139177,0.0905549
0.143177,0.0675736
0.147177,0.0468127
0.151177,0.024305
0.155177,0.0103311
0.159177,-0.00412301
0.163177,-0.0176524
0.167177,-0.0279636
0.171177,-0.0364726
0.175177,-0.0427109
0.179177,-0.05126
0.183177,-0.0595474
0.187177,-0.0636971
0.191177,-0.0661834
0.195177,-0.0669669
0.199177,-0.0653539
0.203177,-0.0615114
0.207177,-0.0546282
0.211177,-0.0464058
0.215177,-0.039073
0.219177,-0.0296329
0.223177,-0.0229293
0.227177,-0.0204388
0.231177,-0.0182053
0.235177,-0.0177007
0.239177,-0.0173336
0.243177,-0.0145957
0.247177,-0.0153666
0.251177,-0.0209681
0.255177,-0.0236784
0.259177,-0.0282551
0.263177,-0.0394076
0.267177,-0.0480867
0.271177,-0.0548685
0.275177,-0.0607946
0.279177,-0.0642122
0.283177,-0.0694038
0.287177,-0.0725642
0.291177,-0.0716899
0.295177,-0.0710348
0.299177,-0.0750604
0.303177,-0.0764032
0.307177,-0.0743636
0.311177,-0.0756859
0.315177,-0.0745338
0.319177,-0.0727477
0.323177,-0.0725603
0.327177,-0.0687683
0.331177,-0.0659414
0.335177,-0.06561
0.339177,-0.0590366
0.343177,-0.0464412
0.347177,-0.0331495
0.351177,-0.0190486
0.355177,-0.00308657
0.359177,0.0197769
0.363177,0.0403303
0.367177,0.0602384
0.371177,0.084938
0.375177,0.104268
0.379177,0.126948
0.383177,0.14892
0.387177,0.162662
0.391177,0.176077
0.395177,0.18956
0.399177,0.198108
0.403177,0.199563
0.407177,0.202768
0.411177,0.205412
0.415177,0.20589
0.419177,0.207156
0.423177,0.212429
0.427177,0.216162
0.431177,0.220835
0.435177,0.22161
0.439177,0.218375
0.443177,0.215086
0.447177,0.20696
0.451177,0.197504
0.455177,0.1861
0.459177,0.170808
0.463177,0.160181
0.467177,0.14304
0.471177,0.125963
0.475177,0.109633
0.479177,0.092478
0.483177,0.0721886
0.487177,0.0507355
0.491177,0.0309038
0.495177,0.0106417
0.499177,-0.00928908
0.503177,-0.0286724
0.507177,-0.0488771
0.511177,-0.0666961
0.515177,-0.0825832
0.519177,-0.0989759
0.523177,-0.113349
0.527177,-0.128134
0.531177,-0.140258
0.535177,-0.145426
0.539177,-0.157305
0.543177,-0.169302
0.547177,-0.177745
0.551177,-0.184847
0.555177,-0.193076
0.559177,-0.201518
0.563177,-0.209621
0.567177,-0.212601
0.571177,-0.215945
0.575177,-0.220874
0.579177,-0.224689
0.583177,-0.224623
0.587177,-0.224238
0.591177,-0.226202
0.595177,-0.224828
0.599177,-0.223102
0.603177,-0.219237
0.607177,-0.217299
0.611177,-0.214458
0.615177,-0.211522
0.619177,-0.20757
0.623177,-0.202526
0.627177,-0.200329
0.631177,-0.194735
0.635177,-0.184087
0.639177,-0.176222
0.643177,-0.168106
0.647177,-0.154794
0.651177,-0.1419
0.655177,-0.129742
0.659177,-0.113249
0.663177,-0.0998848
0.667177,-0.0868442
0.671177,-0.0732762
0.675177,-0.0604011
0.679177,-0.0531073
0.683177,-0.0470198
0.687177,-0.0394151
0.691177,-0.0343788
0.695177,-0.0332343
0.699177,-0.0314387
0.703177,-0.0296601
0.707177,-0.0284107
0.711177,-0.0310414
0.715177,-0.0332297
0.719177,-0.0307501
0.723177,-0.0290242
0.727177,-0.0290218
0.731177,-0.0257634
0.735177,-0.0205441
0.739177,-0.0198219
0.743177,-0.0191164
0.747177,-0.0187059
0.751177,-0.0205846
0.755177,-0.0189295
0.759177,-0.0187888
0.763177,-0.0198621
0.767177,-0.015285
0.771177,-0.0108913
0.775177,-0.00760926
0.779177,0.000518101
0.783177,0.00768293
0.787177,0.0148427
0.791177,0.0255214
0.795177,0.0344686
0.799177,0.0447196
0.803177,0.059047
0.807177,0.0708461
0.811177,0.0814163
0.815177,0.0916614
0.819177,0.100519
0.823177,0.108753
0.827177,0.118215
0.831177,0.126772
0.835177,0.132974
0.839177,0.139424
0.843177,0.142055
0.847177,0.144917
0.851177,0.143426
0.855177,0.143028
0.859177,0.143764
0.863177,0.14288
0.867177,0.14116
0.871177,0.140852
0.875177,0.138628
0.879177,0.135025
0.883177,0.129449
0.887177,0.121669
0.891177,0.114977
0.895177,0.106356
0.899177,0.097495
0.903177,0.0884734
0.907177,0.0776834
0.911177,0.0673031
0.915177,0.0557546
0.919177,0.0430206
0.923177,0.0323554
0.927177,0.020523
0.931177,0.0105388
0.935177,0.00213212
0.939177,-0.00798326
0.943177,-0.0172435
0.947177,-0.0254006
0.951177,-0.0350145
0.955177,-0.0441132
0.959177,-0.0502998
0.963177,-0.057805
0.967177,-0.0639278
0.971177,-0.0710134
0.975177,-0.0766077
0.979177,-0.0818852
0.983177,-0.0886993
0.987177,-0.0920686
0.991177,-0.0942882
0.995177,-0.0990497
0.999177,-0.0995579
1.00318,-0.101634
1.00718,-0.104766
1.01118,-0.10462
1.01518,-0.102806
1.01918,-0.103219
1.02318,-0.103919
1.02718,-0.100293
1.03118,-0.0964356
1.03518,-0.0956789
1.03918,-0.0918655
1.04318,-0.0859054
1.04718,-0.0822287
1.05118,-0.0795814
1.05518,-0.0737316
1.05918,-0.0663421
1.06318,-0.0619423
1.06718,-0.0563785
1.07118,-0.0492488
1.07518,-0.0439603
1.07918,-0.0372586
1.08318,-0.0304729
1.08718,-0.0214414
1.09118,-0.0115878
1.09518,-0.00333972
1.09918,0.00376824
1.10318,0.0124379
1.10718,0.0188714
1.11118,0.0247499
1.11518,0.0314256
1.11918,0.03613
1.12318,0.0422311
1.12718,0.0459573
1.13118,0.0472093
1.13518,0.0487953
1.13918,0.0506819
1.14318,0.0498192
1.14718,0.0492944
1.15118,0.0495424
1.15518,0.0481331
1.15918,0.0464446
1.16318,0.044106
1.16718,0.0422582
1.17118,0.0396359
1.17518,0.0344539
1.17918,0.0319172
1.18318,0.0300641
1.18718,0.0271751
1.19118,0.0234121
1.19518,0.0212747
1.19918,0.0221558
1.20318,0.0189543
1.20718,0.0174458
1.21118,0.0171486
1.21518,0.0209587
1.21918,0.0223049
1.22318,0.0229585
1.22718,0.0290771
1.23118,0.0317316
1.23518,0.0365707
1.23918,0.0391188
1.24318,0.0432649
1.24718,0.0461948
1.25118,0.050235
1.25518,0.0555229
1.25918,0.0573509
1.26318,0.0589545
1.26718,0.0635064
1.27118,0.0653523
1.27518,0.0651429
1.27918,0.0678213
1.28318,0.0704044
1.28718,0.0708762
1.29118,0.0703295
1.29518,0.0685746
1.29918,0.0671345
1.30318,0.0664845
1.30718,0.0631132
1.31118,0.0588195
1.31518,0.0564196
1.31918,0.0533124
1.32318,0.0478296
1.32718,0.0413042
1.33118,0.0361
1.33518,0.0297222
1.33918,0.0241433
1.34318,0.0175025
1.34718,0.0105863
1.35118,0.00735405
1.35518,0.00116382
1.35918,-0.00569505
1.36318,-0.0114336
1.36718,-0.0175957
1.37118,-0.0203697
1.37518,-0.0240658
1.37918,-0.0288209
1.38318,-0.0304542
1.38718,-0.0334067
1.39118,-0.0378748
1.39518,-0.0402644
1.39918,-0.0444082
1.40318,-0.0463398
1.40718,-0.0491306
1.41118,-0.0514088
1.41518,-0.0545002
1.41918,-0.0550242
1.42318,-0.0588482
1.42718,-0.0607799
1.43118,-0.0641084
1.43518,-0.0656906
1.43918,-0.062744
1.44318,-0.0642377
1.44718,-0.0634964
1.45118,-0.0616743
1.45518,-0.0610604
1.45918,-0.0587105
1.46318,-0.0579963
1.46718,-0.0571017
1.47118,-0.0536262
1.47518,-0.0513395
1.47918,-0.047908
1.48318,-0.0453258
1.48718,-0.0433041
1.49118,-0.0386416
1.49518,-0.0347246
1.49918,-0.0328088
1.50318,-0.0273925
1.50718,-0.0217768
1.51118,-0.0158277
1.51518,-0.0102967
1.51918,-0.00631065
1.52318,-0.000147978
1.52718,0.00563287
1.53118,0.00836636
1.53518,0.0125907
1.53918,0.0184542
1.54318,0.0227338
1.54718,0.0261358
1.55118,0.0294259
1.55518,0.0319826
1.55918,0.0342849
1.56318,0.0358711
1.56718,0.0376546
1.57118,0.0386401
1.57518,0.0383265
1.57918,0.0389217
1.58318,0.0379908
1.58718,0.0365515
1.59118,0.034628
1.59518,0.0331945
1.59918,0.0318604
1.60318,0.0294775
1.60718,0.0268196
1.61118,0.0256328
1.61518,0.0224169
1.61918,0.0171472
1.62318,0.0151213
1.62718,0.0137159
1.63118,0.00798273
1.63518,0.00634133
1.63918,0.00450346
1.64318,0.00237615
1.64718,0.00131335
1.65118,-0.000730533
1.65518,-0.00159056
1.65918,-0.000765705
1.66318,0.000740327
1.66718,0.000317968
1.67118,0.00417407
1.67518,0.00823649
1.67918,0.00789868
1.68318,0.00961652
1.68718,0.0138919
1.69118,0.0135006
1.69518,0.0149475
1.69918,0.0180592
1.70318,0.0182015
1.70718,0.0200636
1.71118,0.0196288
1.71518,0.0209342
1.71918,0.0222386
1.72318,0.0197946
1.72718,0.020344
1.73118,0.021889
1.73518,0.0219989
1.73918,0.019747
1.74318,0.0182798
1.74718,0.0189315
1.75118,0.0163672
1.75518,0.0130662
1.75918,0.0114501
1.76318,0.00851063
1.76718,0.00530814
1.77118,0.00212188
1.77518,-0.00136093
1.77918,-0.00444612
1.78318,-0.00645522
1.78718,-0.0104769
1.79118,-0.0143408
1.79518,-0.0172532
1.79918,-0.0159697
1.80318,-0.0177976
1.80718,-0.0200939
1.81118,-0.0209254
1.81518,-0.0195355
1.81918,-0.0208027
1.82318,-0.0222323
1.82718,-0.0226756
1.83118,-0.0215783
1.83518,-0.0232937
1.83918,-0.0270442
1.84318,-0.025081
1.84718,-0.0265069
1.85118,-0.0285906
1.85518,-0.028541
1.85918,-0.0300199
1.86318,-0.0322468
1.86718,-0.0294947
1.87118,-0.0302953
1.87518,-0.0303322
1.87918,-0.0302166
1.88318,-0.0301035
1.88718,-0.0279181
1.89118,-0.0278998
1.89518,-0.0272263
1.89918,-0.0260864
1.90318,-0.0244402
1.90718,-0.0232551
1.91118,-0.0219115
1.91518,-0.0213235
1.91918,-0.0183
1.92318,-0.0175618
1.92718,-0.0152515
1.93118,-0.0125341
1.93518,-0.0110386
1.93918,-0.00633752
1.94318,-0.00454272
1.94718,-0.00140757
1.95118,0.00259301
1.95518,0.00664052
1.95918,0.00985274
1.96318,0.0141013
1.96718,0.0181998
1.97118,0.0211699
1.97518,0.0231786
1.97918,0.0259479
1.98318,0.0276964
1.98718,0.0302582
1.99118,0.031086
1.99518,0.0314705
1.99918,0.0318304
2.00318,0.0328238
2.00718,0.0319669
2.01118,0.0308916
2.01518,0.0304162
2.01918,0.0296218
2.02318,0.0288693
2.02718,0.0274569
2.03118,0.0251853
2.03518,0.0252134
2.03918,0.0216015
2.04318,0.0193143
2.04718,0.0180983
2.05118,0.0166631
2.05518,0.0123815
2.05918,0.011055
2.06318,0.00813521
2.06718,0.00445856
2.07118,0.00230092
2.07518,0.00125738
2.07918,-0.00326348
2.08318,-0.00338636
2.08718,-0.00342762
2.09118,-0.00643737
2.09518,-0.00628439
2.09918,-0.00556752
2.10318,-0.00596109
2.10718,-0.00423969
2.11118,-0.00287032
2.11518,-0.00360098
2.11918,-0.00205601
2.12318,0.000223995
2.12718,-0.000106617
2.13118,0.000563315
2.13518,0.00161719
2.13918,0.00191019
2.14318,0.00363624
2.14718,0.00283744
2.15118,0.00215006
2.15518,0.00413677
2.15918,0.00371176
2.16318,0.00223512
2.16718,0.00360936
2.17118,0.00472884
2.17518,0.00290963
2.17918,0.00354742
2.18318,0.00271193
2.18718,0.00265931
2.19118,0.000717523
2.19518,5.41767e-05
2.19918,-0.000100337
2.20318,-0.00208571
2.20718,-0.0040934
2.21118,-0.00442473
2.21518,-0.00563584
2.21918,-0.00852201
2.22318,-0.00899863
2.22718,-0.00999257
2.23118,-0.0108396
2.23518,-0.0120581
2.23918,-0.0116417
2.24318,-0.0115883
2.24718,-0.0121809
2.25118,-0.0111294
2.25518,-0.0102554
2.25918,-0.0102441
2.26318,-0.0101421
2.26718,-0.00796208
2.27118,-0.00896333
2.27518,-0.00978322
2.27918,-0.00784699
2.28318,-0.0082943
2.28718,-0.00969612
2.29118,-0.00871049
2.29518,-0.00928258
2.29918,-0.0101845
2.30318,-0.00995728
2.30718,-0.00969237
2.31118,-0.0111328
2.31518,-0.00946773
2.31918,-0.0102255
2.32318,-0.0114876
2.32718,-0.00942889
2.33118,-0.0108272
2.33518,-0.00856003
2.33918,-0.0080298
2.34318,-0.00812551
2.34718,-0.00645613
2.35118,-0.00654616
2.35518,-0.00622741
2.35918,-0.00355993
2.36318,-0.00311212
2.36718,-0.00333495
2.37118,-0.000384108
2.37518,0.0013612
2.37918,0.0023365
2.38318,0.00417986
2.38718,0.00792312
2.39118,0.00943706
2.39518,0.00898976
2.39918,0.0135871
2.40318,0.015865
2.40718,0.014347
2.41118,0.0186755
2.41518,0.0211665
2.41918,0.018597
2.42318,0.0215352
2.42718,0.0231722
2.43118,0.0217231
2.43518,0.0222508
2.43918,0.0233268
2.44318,0.0212765
2.44718,0.0202662
2.45118,0.0206131
2.45518,0.0191614
2.45918,0.0157278
2.46318,0.015144
2.46718,0.0134016
2.47118,0.0124437
2.47518,0.0101272
2.47918,0.00874553
2.48318,0.00733012
2.48718,0.00573993
2.49118,0.00399554
2.49518,0.00224973
2.49918,-0.000102257
2.50318,-0.00115522
2.50718,-0.00263298
2.51118,-0.00424203
2.51518,-0.00476211
2.51918,-0.00801499
2.52318,-0.00745282
2.52718,-0.00887026
2.53118,-0.00937301
2.53518,-0.00946234
2.53918,-0.00920969
2.54318,-0.00838656
2.54718,-0.00873287
2.55118,-0.00932983
2.55518,-0.00658602
2.55918,-0.00638425
2.56318,-0.00611803
2.56718,-0.00437018
2.57118,-0.00311385
2.57518,-0.00254975
2.57918,-0.00166335
2.58318,-0.00177011
2.58718,-0.00186703
2.59118,-0.000443621
2.59518,-0.000803927
2.59918,-0.000901153
2.60318,0.000486272
2.60718,-0.000786194
2.61118,-0.000510837
2.61518,0.000831477
2.61918,-0.000947281
2.62318,-0.00231139
2.62718,0.000192561
2.63118,-0.000581904
2.63518,-0.00328649
2.63918,-0.00323651
2.64318,-0.00160233
2.64718,-0.00297099
2.65118,-0.00555373
2.65518,-0.00395309
2.65918,-0.00305261
