Time [ms],Trace [mG]
0.248488,2.1424
0.249496,2.01877
0.250504,1.91427
0.251512,1.83242
0.25252,1.77363
0.253528,1.73573
0.254536,1.71504
0.255544,1.70728
0.256552,1.70816
0.25756,1.7142
0.258569,1.72352
0.259577,1.73615
0.260585,1.75341
0.261593,1.77686
0.262601,1.80771
0.263609,1.84673
0.264617,1.89415
0.265625,1.94951
0.266633,2.01211
0.267641,2.08158
0.268649,2.15834
0.269657,2.24306
0.270665,2.33637
0.271673,2.4384
0.272681,2.54835
0.27369,2.66405
0.274698,2.78184
0.275706,2.8975
0.276714,3.00701
0.277722,3.10729
0.27873,3.19612
0.279738,3.27233
0.280746,3.33571
0.281754,3.38713
0.282762,3.428
0.28377,3.45984
0.284778,3.48446
0.285786,3.5043
0.286794,3.52249
0.287802,3.54188
0.28881,3.56461
0.289819,3.59118
0.290827,3.62017
0.291835,3.64752
0.292843,3.66692
0.293851,3.67103
0.294859,3.65327
0.295867,3.60947
0.296875,3.53884
0.297883,3.44475
0.298891,3.33428
0.299899,3.21667
0.300907,3.10105
0.301915,2.99438
0.302923,2.90007
0.303931,2.8175
0.30494,2.74208
0.305948,2.66663
0.306956,2.58379
0.307964,2.48861
0.308972,2.37996
0.30998,2.26024
0.310988,2.13496
0.311996,2.01109
0.313004,1.89541
0.314012,1.792
0.31502,1.70124
0.316028,1.62006
0.317036,1.54297
0.318044,1.46395
0.319052,1.37833
0.32006,1.28456
0.321069,1.1851
0.322077,1.08615
0.323085,0.996686
0.324093,0.92631
0.325101,0.882933
0.326109,0.870613
0.327117,0.888367
0.328125,0.930723
0.329133,0.989205
0.330141,1.05431
0.331149,1.11707
0.332157,1.1708
0.333165,1.21248
0.334173,1.24267
0.335181,1.26425
0.33619,1.28109
0.337198,1.29732
0.338206,1.31655
0.339214,1.34086
0.340222,1.37064
0.34123,1.40508
0.342238,1.44257
0.343246,1.48119
0.344254,1.51834
0.345262,1.55149
0.34627,1.57809
0.347278,1.59622
0.348286,1.60405
0.349294,1.59951
0.350302,1.58155
0.35131,1.55037
0.352319,1.50776
0.353327,1.45506
0.354335,1.3935
0.355343,1.32446
0.356351,1.24917
0.357359,1.16835
0.358367,1.08173
0.359375,0.989921
0.360383,0.894863
0.361391,0.800457
0.362399,0.711413
0.363407,0.63205
0.364415,0.565629
0.365423,0.513348
0.366431,0.47373
0.36744,0.441589
0.368448,0.408959
0.369456,0.367064
0.370464,0.308273
0.371472,0.227743
0.37248,0.124494
0.373488,0.00209933
0.374496,-0.131697
0.375504,-0.267164
0.376512,-0.394952
0.37752,-0.508356
0.378528,-0.604303
0.379536,-0.683364
0.380544,-0.74914
0.381552,-0.805697
0.38256,-0.855921
0.383569,-0.899965
0.384577,-0.935604
0.385585,-0.959128
0.386593,-0.966664
0.387601,-0.956408
0.388609,-0.929335
0.389617,-0.890202
0.390625,-0.84626
0.391633,-0.805438
0.392641,-0.773913
0.393649,-0.754901
0.394657,-0.748656
0.395665,-0.751874
0.396673,-0.758646
0.397681,-0.762054
0.39869,-0.756743
0.399698,-0.739718
0.400706,-0.710358
0.401714,-0.670007
0.402722,-0.62098
0.40373,-0.566113
0.404738,-0.50788
0.405746,-0.448126
0.406754,-0.387183
0.407762,-0.324137
0.40877,-0.257667
0.409778,-0.186485
0.410786,-0.109552
0.411794,-0.0257498
0.412802,0.0655023
0.41381,0.163448
0.414819,0.265307
0.415827,0.366691
0.416835,0.462975
0.417843,0.549871
0.418851,0.623146
0.419859,0.679109
0.420867,0.715472
0.421875,0.732142
0.422883,0.730025
0.423891,0.710291
0.424899,0.674438
0.425907,0.624624
0.426915,0.563917
0.427923,0.49505
0.428931,0.420952
0.42994,0.345115
0.430948,0.272471
0.431956,0.207964
0.432964,0.154895
0.433972,0.114893
0.43498,0.0879044
0.435988,0.0719825
0.436996,0.0620404
0.438004,0.0509215
0.439012,0.0312741
0.44002,-0.00316318
0.441028,-0.0568982
0.442036,-0.132422
0.443044,-0.229135
0.444052,-0.343344
0.44506,-0.469314
0.446069,-0.600596
0.447077,-0.731539
0.448085,-0.856729
0.449093,-0.972001
0.450101,-1.07434
0.451109,-1.16209
0.452117,-1.23329
0.453125,-1.2848
0.454133,-1.31443
0.455141,-1.32162
0.456149,-1.30822
0.457157,-1.27563
0.458165,-1.22608
0.459173,-1.16331
0.460181,-1.09307
0.46119,-1.02079
0.462198,-0.948974
0.463206,-0.879225
0.464214,-0.813094
0.465222,-0.753087
0.46623,-0.699382
0.467238,-0.649857
0.468246,-0.60155
0.469254,-0.551952
0.470262,-0.498841
0.47127,-0.438357
0.472278,-0.367175
0.473286,-0.285058
0.474294,-0.196576
0.475302,-0.109571
0.47631,-0.032536
0.477319,0.0255965
0.478327,0.0579208
0.479335,0.0621092
0.480343,0.0425447
0.481351,0.00891403
0.482359,-0.0274098
0.483367,-0.0550394
0.484375,-0.0662494
0.485383,-0.0589662
0.486391,-0.03861
0.487399,-0.0159733
0.488407,-0.00337273
0.489415,-0.0118237
0.490423,-0.0478661
0.491431,-0.112165
0.49244,-0.19767
0.493448,-0.291615
0.494456,-0.38018
0.495464,-0.452918
0.496472,-0.504788
0.49748,-0.535686
0.498488,-0.550927
0.499496,-0.560098
0.500504,-0.573344
0.501512,-0.596587
0.50252,-0.629539
0.503528,-0.667312
0.504536,-0.702644
0.505544,-0.727717
0.506552,-0.73586
0.50756,-0.723874
0.508569,-0.693524
0.509577,-0.65159
0.510585,-0.607377
0.511593,-0.569887
0.512601,-0.545155
0.513609,-0.536181
0.514617,-0.543674
0.515625,-0.567074
0.516633,-0.604791
0.517641,-0.653765
0.518649,-0.710641
0.519657,-0.772695
0.520665,-0.838476
0.521673,-0.904944
0.522681,-0.96648
0.52369,-1.01666
0.524698,-1.05162
0.525706,-1.07009
0.526714,-1.0708
0.527722,-1.05289
0.52873,-1.01743
0.529738,-0.967914
0.530746,-0.906358
0.531754,-0.831564
0.532762,-0.740956
0.53377,-0.633531
0.534778,-0.510884
0.535786,-0.375721
0.536794,-0.233128
0.537802,-0.0915573
0.53881,0.0377312
0.539819,0.144549
0.540827,0.223407
0.541835,0.272971
0.542843,0.295362
0.543851,0.295666
0.544859,0.283381
0.545867,0.269932
0.546875,0.264486
0.547883,0.272127
0.548891,0.294588
0.549899,0.331468
0.550907,0.379538
0.551915,0.434861
0.552923,0.495386
0.553931,0.561503
0.55494,0.634124
0.555948,0.713735
0.556956,0.800725
0.557964,0.893868
0.558972,0.9883
0.55998,1.0757
0.560988,1.14734
0.561996,1.19711
0.563004,1.22153
0.564012,1.21925
0.56502,1.19189
0.566028,1.14581
0.567036,1.0912
0.568044,1.03684
0.569052,0.987818
0.57006,0.946501
0.571069,0.915161
0.572077,0.894001
0.573085,0.879688
0.574093,0.868405
0.575101,0.858714
0.576109,0.851555
0.577117,0.845317
0.578125,0.836801
0.579133,0.823457
0.580141,0.804685
0.581149,0.77929
0.582157,0.744161
0.583165,0.698621
0.584173,0.646059
0.585181,0.592974
0.58619,0.544472
0.587198,0.504679
0.588206,0.478802
0.589214,0.471519
0.590222,0.483519
0.59123,0.509654
0.592238,0.543665
0.593246,0.581241
0.594254,0.618844
0.595262,0.652052
0.59627,0.676814
0.597278,0.6933
0.598286,0.70367
0.599294,0.708376
0.600302,0.705321
0.60131,0.693642
0.602319,0.676726
0.603327,0.658966
0.604335,0.644574
0.605343,0.63833
0.606351,0.648724
0.607359,0.684996
0.608367,0.751174
0.609375,0.844544
0.610383,0.957085
0.611391,1.07957
0.612399,1.20022
0.613407,1.3063
0.614415,1.38726
0.615423,1.4388
0.616431,1.46365
0.61744,1.46685
0.618448,1.45415
0.619456,1.43016
0.620464,1.39913
0.621472,1.36319
0.62248,1.32173
0.623488,1.27383
0.624496,1.2192
0.625504,1.15975
0.626512,1.09779
0.62752,1.03723
0.628528,0.982886
0.629536,0.937899
0.630544,0.902024
0.631552,0.870684
0.63256,0.838923
0.633569,0.80115
0.634577,0.752761
0.635585,0.690739
0.636593,0.61596
0.637601,0.534394
0.638609,0.452943
0.639617,0.377649
0.640625,0.310264
0.641633,0.250509
0.642641,0.194294
0.643649,0.132965
0.644657,0.0555034
0.645665,-0.0471126
0.646673,-0.175747
0.647681,-0.325269
0.64869,-0.484419
0.649698,-0.638346
0.650706,-0.769432
0.651714,-0.861977
0.652722,-0.907864
0.65373,-0.906938
0.654738,-0.86613
0.655746,-0.795054
0.656754,-0.705557
0.657762,-0.609421
0.65877,-0.515486
0.659778,-0.427504
0.660786,-0.344866
0.661794,-0.265623
0.662802,-0.187965
0.66381,-0.110355
0.664819,-0.0333377
0.665827,0.0398192
0.666835,0.10296
0.667843,0.149437
0.668851,0.174269
0.669859,0.174432
0.670867,0.150513
0.671875,0.10606
0.672883,0.0494668
0.673891,-0.00812276
0.674899,-0.0542693
0.675907,-0.0778371
0.676915,-0.0715585
0.677923,-0.033665
0.678931,0.0299948
0.67994,0.108124
0.680948,0.18615
0.681956,0.249275
0.682964,0.28532
0.683972,0.287546
0.68498,0.257296
0.685988,0.202424
0.686996,0.13495
0.688004,0.067511
0.689012,0.0106175
0.69002,-0.029406
0.691028,-0.0527638
0.692036,-0.0648876
0.693044,-0.0755876
0.694052,-0.0947216
0.69506,-0.131408
0.696069,-0.191132
0.697077,-0.274115
0.698085,-0.373765
0.699093,-0.478007
0.700101,-0.574387
0.701109,-0.651634
0.702117,-0.703108
0.703125,-0.726197
0.704133,-0.724961
0.705141,-0.707697
0.706149,-0.683896
0.707157,-0.660139
0.708165,-0.637283
0.709173,-0.611741
0.710181,-0.575866
0.71119,-0.521421
0.712198,-0.441651
0.713206,-0.335157
0.714214,-0.206243
0.715222,-0.0643457
0.71623,0.077007
0.717238,0.201093
0.718246,0.291289
0.719254,0.335996
0.720262,0.330805
0.72127,0.277586
0.722278,0.181388
0.723286,0.0513956
0.724294,-0.099191
0.725302,-0.254321
0.72631,-0.400939
0.727319,-0.531019
0.728327,-0.639673
0.729335,-0.72371
0.730343,-0.783412
0.731351,-0.825766
0.732359,-0.860513
0.733367,-0.895114
0.734375,-0.93126
0.735383,-0.967205
0.736391,-0.999133
0.737399,-1.02082
0.738407,-1.02466
0.739415,-1.0056
0.740423,-0.965343
0.741431,-0.911457
0.74244,-0.854187
0.743448,-0.805085
0.744456,-0.777205
0.745464,-0.783082
0.746472,-0.83028
0.74748,-0.919736
0.748488,-1.04784
0.749496,-1.20736
0.750504,-1.38585
0.751512,-1.5651
0.75252,-1.72618
0.753528,-1.85461
0.754536,-1.94078
0.755544,-1.97784
0.756552,-1.96362
0.75756,-1.90457
0.758569,-1.81523
0.759577,-1.71122
0.760585,-1.6034
0.761593,-1.49772
0.762601,-1.39733
0.763609,-1.30179
0.764617,-1.205
0.765625,-1.09887
0.766633,-0.98066
0.767641,-0.856984
0.768649,-0.740551
0.769657,-0.645242
0.770665,-0.584815
0.771673,-0.571113
0.772681,-0.609504
0.77369,-0.69426
0.774698,-0.809461
0.775706,-0.935751
0.776714,-1.05436
0.777722,-1.15053
0.77873,-1.21516
0.779738,-1.2489
0.780746,-1.26205
0.781754,-1.26906
0.782762,-1.28324
0.78377,-1.31231
0.784778,-1.35883
0.785786,-1.41822
0.786794,-1.47947
0.787802,-1.5287
0.78881,-1.55429
0.789819,-1.55153
0.790827,-1.52163
0.791835,-1.47171
0.792843,-1.4138
0.793851,-1.36277
0.794859,-1.33212
0.795867,-1.32911
0.796875,-1.35529
0.797883,-1.40622
0.798891,-1.47264
0.799899,-1.5407
0.800907,-1.59568
0.801915,-1.62557
0.802923,-1.62247
0.803931,-1.58274
0.80494,-1.50682
0.805948,-1.40026
0.806956,-1.27167
0.807964,-1.1302
0.808972,-0.981726
0.80998,-0.830576
0.810988,-0.679317
0.811996,-0.529117
0.813004,-0.37859
0.814012,-0.226871
0.81502,-0.0777673
0.816028,0.0610081
0.817036,0.180047
0.818044,0.272775
0.819052,0.334569
0.82006,0.364265
0.821069,0.364315
0.822077,0.341863
0.823085,0.307476
0.824093,0.270954
0.825101,0.238893
0.826109,0.212717
0.827117,0.19097
0.828125,0.170725
0.829133,0.148996
0.830141,0.124366
0.831149,0.097494
0.832157,0.0728892
0.833165,0.0565758
0.834173,0.0542999
0.835181,0.068146
0.83619,0.0952916
0.837198,0.129752
0.838206,0.162106
0.839214,0.181987
0.840222,0.177538
0.84123,0.140156
0.842238,0.0653826
0.843246,-0.0468837
0.844254,-0.192792
0.845262,-0.364732
0.84627,-0.548503
0.847278,-0.726801
0.848286,-0.881375
0.849294,-0.999086
0.850302,-1.07288
0.85131,-1.10275
0.852319,-1.09548
0.853327,-1.0646
0.854335,-1.02819
0.855343,-1.00255
0.856351,-0.997893
0.857359,-1.0154
0.858367,-1.04942
0.859375,-1.08793
0.860383,-1.11754
0.861391,-1.12535
0.862399,-1.10233
0.863407,-1.04526
0.864415,-0.958417
0.865423,-0.853818
0.866431,-0.743566
0.86744,-0.636223
0.868448,-0.53393
0.869456,-0.436656
0.870464,-0.343831
0.871472,-0.253562
0.87248,-0.163822
0.873488,-0.0740289
0.874496,0.0105492
0.875504,0.0810383
0.876512,0.129778
0.87752,0.152984
0.878528,0.149971
0.879536,0.120935
0.880544,0.0697004
0.881552,0.00562062
0.88256,-0.060021
0.883569,-0.118909
0.884577,-0.168414
0.885585,-0.207928
0.886593,-0.237516
0.887601,-0.259741
0.888609,-0.279664
0.889617,-0.303552
0.890625,-0.334774
0.891633,-0.375901
0.892641,-0.430266
0.893649,-0.501642
0.894657,-0.592136
0.895665,-0.699716
0.896673,-0.820794
0.897681,-0.949724
0.89869,-1.07947
0.899698,-1.20126
0.900706,-1.30615
0.901714,-1.38781
0.902722,-1.44206
0.90373,-1.46873
0.904738,-1.47043
0.905746,-1.45204
0.906754,-1.41736
0.907762,-1.36639
0.90877,-1.29737
0.909778,-1.20737
0.910786,-1.09593
0.911794,-0.963437
0.912802,-0.814574
0.91381,-0.660011
0.914819,-0.515998
0.915827,-0.400768
0.916835,-0.327473
0.917843,-0.304909
0.918851,-0.333911
0.919859,-0.407107
0.920867,-0.505563
0.921875,-0.604378
0.922883,-0.680069
0.923891,-0.714984
0.924899,-0.699566
0.925907,-0.633074
0.926915,-0.526918
0.927923,-0.402129
0.928931,-0.282961
0.92994,-0.188064
0.930948,-0.128048
0.931956,-0.105544
0.932964,-0.117145
0.933972,-0.151191
0.93498,-0.191829
0.935988,-0.226127
0.936996,-0.250855
0.938004,-0.271297
0.939012,-0.294477
0.94002,-0.3282
0.941028,-0.380045
0.942036,-0.456808
0.943044,-0.557577
0.944052,-0.671437
0.94506,-0.780911
0.946069,-0.867906
0.947077,-0.918068
0.948085,-0.921172
0.949093,-0.873356
0.950101,-0.779104
0.951109,-0.651358
0.952117,-0.508656
0.953125,-0.370162
0.954133,-0.253175
0.955141,-0.169053
0.956149,-0.120599
0.957157,-0.100431
0.958165,-0.0940856
0.959173,-0.0849358
0.960181,-0.0566534
0.96119,0.00224172
0.962198,0.0944792
0.963206,0.208865
0.964214,0.324242
0.965222,0.416538
0.96623,0.465534
0.967238,0.458142
0.968246,0.389095
0.969254,0.264943
0.970262,0.103138
0.97127,-0.0714224
0.972278,-0.234979
0.973286,-0.37051
0.974294,-0.468895
0.975302,-0.530572
0.97631,-0.564696
0.977319,-0.587891
0.978327,-0.616521
0.979335,-0.661032
0.980343,-0.724756
0.981351,-0.804783
0.982359,-0.892864
0.983367,-0.974588
0.984375,-1.03446
0.985383,-1.06282
0.986391,-1.05954
0.987399,-1.03279
0.988407,-0.995227
0.989415,-0.962898
0.990423,-0.952806
0.991431,-0.978451
0.99244,-1.04509
0.993448,-1.1471
0.994456,-1.27059
0.995464,-1.39656
0.996472,-1.50483
0.99748,-1.57793
0.998488,-1.60582
0.999496,-1.58762
1.0005,-1.52985
1.00151,-1.44284
1.00252,-1.34022
1.00353,-1.23576
1.00454,-1.13829
1.00554,-1.04678
1.00655,-0.951108
1.00756,-0.838845
1.00857,-0.698279
1.00958,-0.521094
1.01058,-0.302179
1.01159,-0.0464386
1.0126,0.228661
1.01361,0.496494
1.01462,0.730663
1.01562,0.911563
1.01663,1.02589
1.01764,1.06869
1.01865,1.04469
1.01966,0.970272
1.02067,0.866288
1.02167,0.750822
1.02268,0.635207
1.02369,0.52525
1.0247,0.423805
1.02571,0.328608
1.02671,0.233808
1.02772,0.13257
1.02873,0.0229998
1.02974,-0.09239
1.03075,-0.20956
1.03175,-0.324188
1.03276,-0.431622
1.03377,-0.525117
1.03478,-0.598707
1.03579,-0.647764
1.03679,-0.671688
1.0378,-0.673623
1.03881,-0.660427
1.03982,-0.6412
1.04083,-0.625835
1.04183,-0.625264
1.04284,-0.648516
1.04385,-0.699218
1.04486,-0.771725
1.04587,-0.853173
1.04688,-0.928183
1.04788,-0.981813
1.04889,-1.00106
1.0499,-0.976517
1.05091,-0.906784
1.05192,-0.800934
1.05292,-0.674266
1.05393,-0.542291
1.05494,-0.415894
1.05595,-0.303308
1.05696,-0.209309
1.05796,-0.131322
1.05897,-0.0591452
1.05998,0.0210952
1.06099,0.117923
1.062,0.234333
1.063,0.36701
1.06401,0.507412
1.06502,0.642426
1.06603,0.755395
1.06704,0.832895
1.06804,0.866244
1.06905,0.856389
1.07006,0.811097
1.07107,0.743261
1.07208,0.668135
1.07308,0.599257
1.07409,0.547003
1.0751,0.515288
1.07611,0.503166
1.07712,0.505139
1.07812,0.512788
1.07913,0.518176
1.08014,0.516631
1.08115,0.507628
1.08216,0.493105
1.08317,0.474471
1.08417,0.452694
1.08518,0.425336
1.08619,0.387772
1.0872,0.333029
1.08821,0.254124
1.08921,0.145342
1.09022,0.00352144
1.09123,-0.168049
1.09224,-0.360344
1.09325,-0.55919
1.09425,-0.749266
1.09526,-0.914783
1.09627,-1.0429
1.09728,-1.12713
1.09829,-1.16898
1.09929,-1.17766
1.1003,-1.16614
1.10131,-1.1487
1.10232,-1.13646
1.10333,-1.13488
1.10433,-1.14235
1.10534,-1.14855
1.10635,-1.13876
1.10736,-1.09662
1.10837,-1.0113
1.10938,-0.87692
1.11038,-0.695647
1.11139,-0.478506
1.1124,-0.244066
1.11341,-0.0143753
1.11442,0.194411
1.11542,0.371765
1.11643,0.516657
1.11744,0.632724
1.11845,0.729828
1.11946,0.818477
1.12046,0.905888
1.12147,0.992187
1.12248,1.06952
1.12349,1.12769
1.1245,1.15591
1.1255,1.14682
1.12651,1.09746
1.12752,1.0146
1.12853,0.915398
1.12954,0.822472
1.13054,0.755637
1.13155,0.726315
1.13256,0.735718
1.13357,0.77461
1.13458,0.823349
1.13558,0.856126
1.13659,0.847956
1.1376,0.78283
1.13861,0.656466
1.13962,0.476557
1.14062,0.259855
1.14163,0.0295246
1.14264,-0.191086
1.14365,-0.383969
1.14466,-0.538095
1.14567,-0.650166
1.14667,-0.723132
1.14768,-0.76683
1.14869,-0.790791
1.1497,-0.80098
1.15071,-0.798197
1.15171,-0.781776
1.15272,-0.750473
1.15373,-0.702156
1.15474,-0.635187
1.15575,-0.549433
1.15675,-0.446732
1.15776,-0.328989
1.15877,-0.197088
1.15978,-0.0506841
1.16079,0.108471
1.16179,0.276732
1.1628,0.448443
1.16381,0.618622
1.16482,0.779728
1.16583,0.922676
1.16683,1.04034
1.16784,1.1296
1.16885,1.19046
1.16986,1.22184
1.17087,1.22466
1.17188,1.20125
1.17288,1.15485
1.17389,1.08694
1.1749,0.997863
1.17591,0.889547
1.17692,0.765684
1.17792,0.632954
1.17893,0.499327
1.17994,0.373068
1.18095,0.261166
1.18196,0.167802
1.18296,0.0942705
1.18397,0.0364008
1.18498,-0.0137348
1.18599,-0.0664607
1.187,-0.13062
1.188,-0.211917
1.18901,-0.312177
1.19002,-0.427322
1.19103,-0.549331
1.19204,-0.665304
1.19304,-0.762008
1.19405,-0.828302
1.19506,-0.860589
1.19607,-0.862892
1.19708,-0.843046
1.19808,-0.811522
1.19909,-0.778973
1.2001,-0.755836
1.20111,-0.746421
1.20212,-0.748094
1.20312,-0.752652
1.20413,-0.749688
1.20514,-0.730602
1.20615,-0.689995
1.20716,-0.628379
1.20817,-0.551446
1.20917,-0.47125
1.21018,-0.404054
1.21119,-0.36555
1.2122,-0.366004
1.21321,-0.407907
1.21421,-0.488175
1.21522,-0.596558
1.21623,-0.71622
1.21724,-0.823997
1.21825,-0.89723
1.21925,-0.917797
1.22026,-0.875179
1.22127,-0.767002
1.22228,-0.599071
1.22329,-0.388073
1.22429,-0.158444
1.2253,0.0615311
1.22631,0.249138
1.22732,0.38926
1.22833,0.474074
1.22933,0.502706
1.23034,0.482429
1.23135,0.427603
1.23236,0.352435
1.23337,0.265236
1.23438,0.169808
1.23538,0.066738
1.23639,-0.0448067
1.2374,-0.169157
1.23841,-0.309986
1.23942,-0.464542
1.24042,-0.623911
1.24143,-0.773465
1.24244,-0.901083
1.24345,-0.994973
1.24446,-1.04852
1.24546,-1.06142
1.24647,-1.04304
1.24748,-1.01036
1.24849,-0.978848
1.2495,-0.961153
1.2505,-0.963986
1.25151,-0.989901
1.25252,-1.03167
1.25353,-1.07452
1.25454,-1.10277
1.25554,-1.10673
1.25655,-1.08263
1.25756,-1.03028
1.25857,-0.954973
1.25958,-0.869007
1.26058,-0.787607
1.26159,-0.71994
1.2626,-0.666703
1.26361,-0.622574
1.26462,-0.580992
1.26562,-0.532286
1.26663,-0.463156
1.26764,-0.360638
1.26865,-0.219147
1.26966,-0.0435294
1.27067,0.154243
1.27167,0.358687
1.27268,0.551542
1.27369,0.713919
1.2747,0.828315
1.27571,0.88362
1.27671,0.876636
1.27772,0.81311
1.27873,0.706642
1.27974,0.572668
1.28075,0.427248
1.28175,0.282883
1.28276,0.151465
1.28377,0.0394295
1.28478,-0.0547229
1.28579,-0.138168
1.28679,-0.218561
1.2878,-0.295406
1.28881,-0.366617
1.28982,-0.430305
1.29083,-0.486683
1.29183,-0.533271
1.29284,-0.5656
1.29385,-0.587245
1.29486,-0.608881
1.29587,-0.646072
1.29688,-0.707613
1.29788,-0.796857
1.29889,-0.912882
1.2999,-1.04865
1.30091,-1.18924
1.30192,-1.31051
1.30292,-1.39015
1.30393,-1.41359
1.30494,-1.37793
1.30595,-1.28914
1.30696,-1.16071
1.30796,-1.01408
1.30897,-0.874466
1.30998,-0.76325
1.31099,-0.691983
1.312,-0.660848
1.313,-0.662271
1.31401,-0.681654
1.31502,-0.700469
1.31603,-0.701005
1.31704,-0.67036
1.31804,-0.604713
1.31905,-0.507688
1.32006,-0.390685
1.32107,-0.268591
1.32208,-0.156743
1.32308,-0.0678524
1.32409,-0.00873476
1.3251,0.0195587
1.32611,0.022402
1.32712,0.0080606
1.32812,-0.0153053
1.32913,-0.0441665
1.33014,-0.0817902
1.33115,-0.136359
1.33216,-0.218727
1.33317,-0.339333
1.33417,-0.506289
1.33518,-0.719466
1.33619,-0.9673
1.3372,-1.2268
1.33821,-1.47067
1.33921,-1.67342
1.34022,-1.81558
1.34123,-1.88578
1.34224,-1.88337
1.34325,-1.82078
1.34425,-1.71897
1.34526,-1.60127
1.34627,-1.48594
1.34728,-1.38573
1.34829,-1.30526
1.34929,-1.24214
1.3503,-1.188
1.35131,-1.13278
1.35232,-1.06949
1.35333,-0.994242
1.35433,-0.908444
1.35534,-0.816022
1.35635,-0.724332
1.35736,-0.639971
1.35837,-0.56584
1.35938,-0.502076
1.36038,-0.447665
1.36139,-0.403663
1.3624,-0.36892
1.36341,-0.340911
1.36442,-0.317904
1.36542,-0.3004
1.36643,-0.288849
1.36744,-0.280066
1.36845,-0.269453
1.36946,-0.252577
1.37046,-0.226353
1.37147,-0.187852
1.37248,-0.135466
1.37349,-0.0704844
1.3745,8.31765e-05
1.3755,0.0664612
1.37651,0.119027
1.37752,0.150437
1.37853,0.153308
1.37954,0.119451
1.38054,0.0447413
1.38155,-0.0703074
1.38256,-0.220666
1.38357,-0.400689
1.38458,-0.602514
1.38558,-0.815034
1.38659,-1.02434
1.3876,-1.2155
1.38861,-1.37604
1.38962,-1.49793
1.39062,-1.57789
1.39163,-1.61806
1.39264,-1.62566
1.39365,-1.61446
1.39466,-1.60021
1.39567,-1.59662
1.39667,-1.61129
1.39768,-1.6444
1.39869,-1.68895
1.3997,-1.73032
1.40071,-1.7515
1.40171,-1.73672
1.40272,-1.67782
1.40373,-1.57396
1.40474,-1.43289
1.40575,-1.26831
1.40675,-1.09708
1.40776,-0.933118
1.40877,-0.782112
1.40978,-0.641123
1.41079,-0.500668
1.41179,-0.349047
1.4128,-0.175326
1.41381,0.0269044
1.41482,0.25624
1.41583,0.500759
1.41683,0.740178
1.41784,0.95003
1.41885,1.10916
1.41986,1.20152
1.42087,1.22013
1.42188,1.1678
1.42288,1.05772
1.42389,0.910044
1.4249,0.745081
1.42591,0.580302
1.42692,0.424305
1.42792,0.278111
1.42893,0.134627
1.42994,-0.017757
1.43095,-0.192603
1.43196,-0.401515
1.43296,-0.646599
1.43397,-0.918311
1.43498,-1.19531
1.43599,-1.45194
1.437,-1.66281
1.438,-1.80711
1.43901,-1.87223
1.44002,-1.85772
1.44103,-1.77805
1.44204,-1.65827
1.44304,-1.52792
1.44405,-1.41411
1.44506,-1.33807
1.44607,-1.31284
1.44708,-1.34122
1.44808,-1.41536
1.44909,-1.51747
1.4501,-1.62475
1.45111,-1.71463
1.45212,-1.76796
1.45312,-1.77238
1.45413,-1.72194
1.45514,-1.61982
1.45615,-1.47655
1.45716,-1.31022
1.45817,-1.14188
1.45917,-0.987791
1.46018,-0.857666
1.46119,-0.75222
1.4622,-0.668254
1.46321,-0.594316
1.46421,-0.514944
1.46522,-0.416234
1.46623,-0.292872
1.46724,-0.152542
1.46825,-0.00917404
1.46925,0.116988
1.47026,0.204858
1.47127,0.232178
1.47228,0.183393
1.47329,0.057713
1.47429,-0.131843
1.4753,-0.362337
1.47631,-0.611255
1.47732,-0.857024
1.47833,-1.08198
1.47933,-1.27665
1.48034,-1.44115
1.48135,-1.58571
1.48236,-1.72068
1.48337,-1.85338
1.48438,-1.98366
1.48538,-2.10471
1.48639,-2.20551
1.4874,-2.27109
1.48841,-2.28857
1.48942,-2.24745
1.49042,-2.14671
1.49143,-1.99424
1.49244,-1.80484
1.49345,-1.59454
1.49446,-1.3773
1.49546,-1.168
1.49647,-0.980631
1.49748,-0.827047
1.49849,-0.713219
1.4995,-0.641291
1.5005,-0.612153
1.50151,-0.62491
1.50252,-0.674501
1.50353,-0.749005
1.50454,-0.834478
1.50554,-0.919935
1.50655,-0.998482
1.50756,-1.06372
1.50857,-1.10772
1.50958,-1.12494
1.51058,-1.11185
1.51159,-1.06475
1.5126,-0.976468
1.51361,-0.840643
1.51462,-0.657001
1.51562,-0.433338
1.51663,-0.186095
1.51764,0.0625119
1.51865,0.286179
1.51966,0.461289
1.52067,0.570816
1.52167,0.608181
1.52268,0.578194
1.52369,0.494661
1.5247,0.378161
1.52571,0.250354
1.52671,0.131144
1.52772,0.0332084
1.52873,-0.0392211
1.52974,-0.0877293
1.53075,-0.117671
1.53175,-0.134757
1.53276,-0.146273
1.53377,-0.156651
1.53478,-0.165806
1.53579,-0.168642
1.53679,-0.156615
1.5378,-0.124429
1.53881,-0.0694355
1.53982,0.00558533
1.54083,0.0958222
1.54183,0.19165
1.54284,0.276728
1.54385,0.334604
1.54486,0.352706
1.54587,0.330341
1.54688,0.271704
1.54788,0.184026
1.54889,0.0774915
1.5499,-0.0354792
1.55091,-0.139191
1.55192,-0.226251
1.55292,-0.295775
1.55393,-0.352556
1.55494,-0.398694
1.55595,-0.431303
1.55696,-0.449776
1.55796,-0.452219
1.55897,-0.437021
1.55998,-0.396325
1.56099,-0.322909
1.562,-0.214571
1.563,-0.0732673
1.56401,0.0941594
1.56502,0.281096
1.56603,0.476159
1.56704,0.664888
1.56804,0.829572
