x (mm),y (mm),intensity (arb. units)
-44.75,-44.75,0.006483948146513129
-44.25,-44.75,0.006196295149994388
-43.75,-44.75,0.006178344118387625
-43.25,-44.75,0.006432497246957854
-42.75,-44.75,0.006944647755568273
-42.25,-44.75,0.007691539873408025
-41.75,-44.75,0.008642630133718826
-41.25,-44.75,0.009761913448484849
-40.75,-44.75,0.011010120569222856
-40.25,-44.75,0.012347333862778037
-39.75,-44.75,0.013735847095291027
-39.25,-44.75,0.015142843272605637
-38.75,-44.75,0.016542522804816846
-38.25,-44.75,0.0179173915589154
-37.75,-44.75,0.019258547843348735
-37.25,-44.75,0.02056502060318817
-36.75,-44.75,0.021842317273051824
-36.25,-44.75,0.023100461672171318
-35.75,-44.75,0.024351861890643187
-35.25,-44.75,0.02560926931740596
-34.75,-44.75,0.026884111481530918
-34.25,-44.75,0.02818537474009951
-33.75,-44.75,0.029519156539081017
-33.25,-44.75,0.0308888037008833
-32.75,-44.75,0.03229542322126379
-32.25,-44.75,0.03373858978377789
-31.75,-44.75,0.03521697736378404
-31.25,-44.75,0.036728750370078195
-30.75,-44.75,0.038271693384385325
-30.25,-44.75,0.03984312544938282
-29.75,-44.75,0.041439704032251695
-29.25,-44.75,0.04305726450640324
-28.75,-44.75,0.04469078482312978
-28.25,-44.75,0.04633449453604599
-27.75,-44.75,0.047982131527406394
-27.25,-44.75,0.04962741631581433
-26.75,-44.75,0.05126468030088304
-26.25,-44.75,0.052889673664420975
-25.75,-44.75,0.054500436329600215
-25.25,-44.75,0.056098070931655517
-24.75,-44.75,0.05768724910236462
-24.25,-44.75,0.05927618037534069
-23.75,-44.75,0.060876022167385115
-23.25,-44.75,0.06249971041138601
-22.75,-44.75,0.06416035056885837
-22.25,-44.75,0.06586953752674589
-21.75,-44.75,0.06763590585357533
-21.25,-44.75,0.06946416809004777
-20.75,-44.75,0.07135487253520541
-20.25,-44.75,0.07330483012334275
-19.75,-44.75,0.07530807749746528
-19.25,-44.75,0.07735716145447963
-18.75,-44.75,0.07944439656061973
-18.25,-44.75,0.08156280356379787
-17.75,-44.75,0.08370667532798136
-17.25,-44.75,0.08587169555916492
-16.75,-44.75,0.08805476499716396
-16.25,-44.75,0.09025375868564818
-15.75,-44.75,0.09246737453141658
-15.25,-44.75,0.09469531320415978
-14.75,-44.75,0.0969387261482891
-14.25,-44.75,0.09920085969444052
-13.75,-44.75,0.10148761647553463
-13.25,-44.75,0.10380783728563377
-12.75,-44.75,0.10617306805406457
-12.25,-44.75,0.1085967158140618
-11.75,-44.75,0.11109272626462464
-11.25,-44.75,0.11367389045169331
-10.75,-44.75,0.1163501553868087
-10.25,-44.75,0.11912721127864935
-9.75,-44.75,0.12200563110465297
-9.25,-44.75,0.12498069647373557
-8.75,-44.75,0.12804291343297225
-8.25,-44.75,0.1311790351131351
-7.75,-44.75,0.13437342954057746
-7.25,-44.75,0.13760943678179557
-6.75,-44.75,0.14087062274878656
-6.25,-44.75,0.14414175249650624
-5.75,-44.75,0.14740945243426887
-5.25,-44.75,0.15066258235783042
-4.75,-44.75,0.15389235786088734
-4.25,-44.75,0.15709222238522963
-3.75,-44.75,0.16025750623134163
-3.25,-44.75,0.1633848612669174
-2.75,-44.75,0.1664715088899872
-2.25,-44.75,0.16951446353695798
-1.75,-44.75,0.17250976632810675
-1.25,-44.75,0.17545189526108784
-0.75,-44.75,0.17833347666077917
-0.25,-44.75,0.1811453139330124
0.25,-44.75,0.18387670369548478
0.75,-44.75,0.1865159086826536
1.25,-44.75,0.1890506084028684
1.75,-44.75,0.19146829723585548
2.25,-44.75,0.1937564117217164
2.75,-44.75,0.19590235974516357
3.25,-44.75,0.1978933551660092
3.75,-44.75,0.19971628809915026
4.25,-44.75,0.20135771815581796
4.75,-44.75,0.20280404603333405
5.25,-44.75,0.2040419529233859
5.75,-44.75,0.20505900972900093
6.25,-44.75,0.20584438568314797
6.75,-44.75,0.20638957096003133
7.25,-44.75,0.20668905021868209
7.75,-44.75,0.20674080718188867
8.25,-44.75,0.20654644757565235
8.75,-44.75,0.20611106057783296
9.25,-44.75,0.20544267667704863
9.75,-44.75,0.20455145546152623
10.25,-44.75,0.2034486554543458
10.75,-44.75,0.20214553135575447
11.25,-44.75,0.20065238485024406
11.75,-44.75,0.19897791208101046
12.25,-44.75,0.1971288603031271
12.75,-44.75,0.19511002619380957
13.25,-44.75,0.19292445699046437
13.75,-44.75,0.19057383484272117
14.25,-44.75,0.18805890540285725
14.75,-44.75,0.18538003097669795
15.25,-44.75,0.18253784636822357
15.75,-44.75,0.1795340803568451
16.25,-44.75,0.17637262278980054
16.75,-44.75,0.17306054602576343
17.25,-44.75,0.16960904965733883
17.75,-44.75,0.16603391598826087
18.25,-44.75,0.16235540548864918
18.75,-44.75,0.15859744206942522
19.25,-44.75,0.15478629839293018
19.75,-44.75,0.15094895692612006
20.25,-44.75,0.1471114591083662
20.75,-44.75,0.14329753857178734
21.25,-44.75,0.13952765649264015
21.75,-44.75,0.13581834838532875
22.25,-44.75,0.13218200569354874
22.75,-44.75,0.12862684567209837
23.25,-44.75,0.1251571291332222
23.75,-44.75,0.1217735699301245
24.25,-44.75,0.11847398585508631
24.75,-44.75,0.1152540637054067
25.25,-44.75,0.11210818545454464
25.75,-44.75,0.10903011359483597
26.25,-44.75,0.10601357013564201
26.75,-44.75,0.10305246344767942
27.25,-44.75,0.10014077682917781
27.75,-44.75,0.09727221052452449
28.25,-44.75,0.09443968979994638
28.75,-44.75,0.091634854440809
29.25,-44.75,0.08884755418129232
29.75,-44.75,0.08606552071223132
30.25,-44.75,0.08327409515239609
30.75,-44.75,0.08045600600863655
31.25,-44.75,0.07759126953701136
31.75,-44.75,0.07465724059536778
32.25,-44.75,0.07162906630516441
32.75,-44.75,0.06848075646882451
33.25,-44.75,0.06518708970946713
33.75,-44.75,0.06172641732501072
34.25,-44.75,0.05808423566844237
