x (mm),y (mm),intensity (arb. units)
13.25,-44.75,2.2282391672145645e-06
13.75,-44.75,2.206676553097509e-06
14.25,-44.75,2.182482285953996e-06
14.75,-44.75,2.1558107770187226e-06
15.25,-44.75,2.1268303728960268e-06
15.75,-44.75,2.095719817503816e-06
16.25,-44.75,2.062663422368017e-06
16.75,-44.75,2.027846052038026e-06
17.25,-44.75,1.991448793024161e-06
17.75,-44.75,1.9536457437305416e-06
18.25,-44.75,1.914603118069638e-06
18.75,-44.75,1.8744809532471446e-06
19.25,-44.75,1.8334366148514082e-06
19.75,-44.75,1.7916281802999626e-06
20.25,-44.75,1.7492174162694782e-06
20.75,-44.75,1.7063706118613077e-06
21.25,-44.75,1.6632575222939982e-06
21.75,-44.75,1.6200481798128746e-06
22.25,-44.75,1.5769081638783113e-06
22.75,-44.75,1.5339942355081836e-06
23.25,-44.75,1.4914504427453276e-06
23.75,-44.75,1.4494058978616709e-06
24.25,-44.75,1.4079741916747308e-06
24.75,-44.75,1.3672535874811733e-06
25.25,-44.75,1.327328267476166e-06
25.75,-44.75,1.2882684434232293e-06
26.25,-44.75,1.2501298577718493e-06
26.75,-44.75,1.212951933193029e-06
27.25,-44.75,1.1767544533945233e-06
27.75,-44.75,1.141532813708093e-06
28.25,-44.75,1.1072528845110827e-06
28.75,-44.75,1.0738457187898157e-06
29.25,-44.75,1.041202961962229e-06
29.75,-44.75,1.0091733573060572e-06
30.25,-44.75,9.775618239339005e-07
30.75,-44.75,9.461312276674285e-07
31.25,-44.75,9.146074111524792e-07
31.75,-44.75,8.826872009257781e-07
32.25,-44.75,8.500493468420095e-07
32.75,-44.75,8.163681815643247e-07
33.25,-44.75,7.813294845459656e-07
33.75,-44.75,7.446496627503725e-07
34.25,-44.75,7.060986028357125e-07
34.75,-44.75,6.655270714183955e-07
35.25,-44.75,6.228977285982907e-07
35.75,-44.75,5.783170846222738e-07
36.25,-44.75,5.320636024513967e-07
36.75,-44.75,4.846045579584242e-07
37.25,-44.75,4.365943638757364e-07
37.75,-44.75,3.8884837590786974e-07
38.25,-44.75,3.4229137982902985e-07
38.75,-44.75,2.978849862879434e-07
39.25,-44.75,2.565440924301918e-07
39.75,-44.75,2.190556817587464e-07
40.25,-44.75,1.860140533217695e-07
40.75,-44.75,1.5778250255285538e-07
41.25,-44.75,1.3448559289964527e-07
41.75,-44.75,1.1602911358670191e-07
42.25,-44.75,1.0213876132309692e-07
42.75,-44.75,9.24055576045309e-08
43.25,-44.75,8.632702223087088e-08
43.75,-44.75,8.333708549632224e-08
44.25,-44.75,8.282006178792715e-08
44.75,-44.75,8.410535854091472e-08
-44.75,-44.25,1.145267950713128e-07
-44.25,-44.25,1.0766399791269707e-07
-43.75,-44.25,1.0323044108662228e-07
-43.25,-44.25,1.0191226169260342e-07
-42.75,-44.25,1.0402845742192936e-07
-42.25,-44.25,1.0954170774944488e-07
-41.75,-44.25,1.1817276904552752e-07
-41.25,-44.25,1.2950794281853296e-07
-40.75,-44.25,1.4303525733573e-07
-40.25,-44.25,1.5818040320523588e-07
-39.75,-44.25,1.7434736988251755e-07
-39.25,-44.25,1.9096199924590199e-07
-38.75,-44.25,2.0751388761800413e-07
-38.25,-44.25,2.2359092569369928e-07
-37.75,-44.25,2.38901039242943e-07
-37.25,-44.25,2.53278589592683e-07
-36.75,-44.25,2.6667559539092737e-07
-36.25,-44.25,2.791418017988401e-07
-35.75,-44.25,2.9079817773990815e-07
-35.25,-44.25,3.0180893532267215e-07
-34.75,-44.25,3.123563256478434e-07
-34.25,-44.25,3.226206581275402e-07
-33.75,-44.25,3.3276617271807077e-07
-33.25,-44.25,3.429325717724153e-07
-32.75,-44.25,3.5323113085633476e-07
-32.25,-44.25,3.6374448222613954e-07
-31.75,-44.25,3.7452861865680753e-07
-31.25,-44.25,3.856164487232788e-07
-30.75,-44.25,3.9702255709120083e-07
-30.25,-44.25,4.087483129166708e-07
