x (mm),y (mm),intensity (arb. units)
37.75,-44.75,2.757427036722404e-07
38.25,-44.75,2.3911762493715836e-07
38.75,-44.75,2.0513651062635505e-07
39.25,-44.75,1.7443067121804182e-07
39.75,-44.75,1.474775113695418e-07
40.25,-44.75,1.245729043693189e-07
40.75,-44.75,1.058255595192675e-07
41.25,-44.75,9.116990389340315e-08
41.75,-44.75,8.03921746464509e-08
42.25,-44.75,7.31609659853366e-08
42.75,-44.75,6.905490160241968e-08
43.25,-44.75,6.75824369146864e-08
43.75,-44.75,6.817429556692214e-08
44.25,-44.75,7.019634256362818e-08
44.75,-44.75,7.302195752999089e-08
-44.75,-44.25,8.038168533879749e-08
-44.25,-44.25,7.710495438160337e-08
-43.75,-44.25,7.671516444091823e-08
-43.25,-44.25,7.924813706300237e-08
-42.75,-44.25,8.453565707578573e-08
-42.25,-44.25,9.2295454185674e-08
-41.75,-44.25,1.0216042037172393e-07
-41.25,-44.25,1.137075099115135e-07
-40.75,-44.25,1.264890485584103e-07
-40.25,-44.25,1.40065601398316e-07
-39.75,-44.25,1.5403794057325066e-07
-39.25,-44.25,1.68073825674014e-07
-38.75,-44.25,1.819266835022631e-07
-38.25,-44.25,1.9544410425041234e-07
-37.75,-44.25,2.0856570248444508e-07
-37.25,-44.25,2.2131195860963804e-07
-36.75,-44.25,2.337660811626481e-07
-36.25,-44.25,2.4605185098449866e-07
-35.75,-44.25,2.583108698264581e-07
-35.25,-44.25,2.706815945724115e-07
-34.75,-44.25,2.8328271158474895e-07
-34.25,-44.25,2.9620250469456087e-07
-33.75,-44.25,3.0949522211200205e-07
-33.25,-44.25,3.231834952899554e-07
-32.75,-44.25,3.372646931238748e-07
-32.25,-44.25,3.5171936269017784e-07
-31.75,-44.25,3.665191025205115e-07
-31.25,-44.25,3.8163201106674667e-07
-30.75,-44.25,3.970256968244936e-07
-30.25,-44.25,4.1266771023933885e-07
-29.75,-44.25,4.2852419115136287e-07
-29.25,-44.25,4.445579394112581e-07
-28.75,-44.25,4.607264852418494e-07
-28.25,-44.25,4.769807986619145e-07
