x (mm),y (mm),intensity (arb. units)
7.75,-44.75,2.268782925974589e-06
8.25,-44.75,2.2633602714700023e-06
8.75,-44.75,2.254874615052447e-06
9.25,-44.75,2.243247058940792e-06
9.75,-44.75,2.228422178029602e-06
10.25,-44.75,2.2103766421879005e-06
10.75,-44.75,2.189126825812201e-06
11.25,-44.75,2.1647346754141787e-06
11.75,-44.75,2.137311887592813e-06
12.25,-44.75,2.107020530682247e-06
12.75,-44.75,2.074071452896987e-06
13.25,-44.75,2.03872028883619e-06
13.75,-44.75,2.001261767150376e-06
14.25,-44.75,1.9620230113634904e-06
14.75,-44.75,1.9213557195515547e-06
15.25,-44.75,1.8796270144373114e-06
15.75,-44.75,1.8372081304854486e-06
16.25,-44.75,1.794460762315169e-06
16.75,-44.75,1.7517223142573402e-06
17.25,-44.75,1.7092912010485621e-06
17.75,-44.75,1.6674138803527347e-06
18.25,-44.75,1.626274710544588e-06
18.75,-44.75,1.5859910701007022e-06
19.25,-44.75,1.5466133224114077e-06
19.75,-44.75,1.5081298875587056e-06
20.25,-44.75,1.470476448225363e-06
20.75,-44.75,1.4335482506889036e-06
21.25,-44.75,1.39721434865105e-06
21.75,-44.75,1.3613325664438338e-06
22.25,-44.75,1.3257650320822305e-06
22.75,-44.75,1.2903928736873906e-06
23.25,-44.75,1.2551291745507586e-06
23.75,-44.75,1.2199289613633647e-06
24.25,-44.75,1.184794989018852e-06
24.75,-44.75,1.149777795542459e-06
25.25,-44.75,1.114970092912815e-06
25.75,-44.75,1.0804959269593407e-06
26.25,-44.75,1.0464958055065623e-06
26.75,-44.75,1.0131087671241602e-06
27.25,-44.75,9.804539671146238e-07
27.75,-44.75,9.486133883016137e-07
28.25,-44.75,9.176183117555223e-07
28.75,-44.75,8.874397807428519e-07
29.25,-44.75,8.579851713717654e-07
29.75,-44.75,8.290994496270971e-07
30.25,-44.75,8.005712416265509e-07
30.75,-44.75,7.721432886105146e-07
31.25,-44.75,7.435257147032018e-07
31.75,-44.75,7.14411754649941e-07
32.25,-44.75,6.84495974108875e-07
32.75,-44.75,6.53494438770549e-07
33.25,-44.75,6.211666594478426e-07
33.75,-44.75,5.873379870000411e-07
34.25,-44.75,5.519222150647681e-07
34.75,-44.75,5.149422005612176e-07
35.25,-44.75,4.765464486102439e-07
35.75,-44.75,4.3701941016684157e-07
36.25,-44.75,3.967818625788621e-07
36.75,-44.75,3.563798216024767e-07
37.25,-44.75,3.164596710988901e-07
37.75,-44.75,2.777298282583115e-07
38.25,-44.75,2.409119524078024e-07
38.75,-44.75,2.0668657430978556e-07
39.25,-44.75,1.7564008936642146e-07
39.75,-44.75,1.4822156952782597e-07
40.25,-44.75,1.2471519236872432e-07
40.75,-44.75,1.0523189336963372e-07
41.25,-44.75,8.971938971068315e-08
41.75,-44.75,7.79859404678093e-08
42.25,-44.75,6.973074208976828e-08
42.75,-44.75,6.457336487820405e-08
43.25,-44.75,6.207416394694175e-08
43.75,-44.75,6.173267280899056e-08
