x [mm],y [mm],Beam dist
-19.25,-42.75,0.000921767
-18.75,-42.75,0.000950739
-18.25,-42.75,0.00101009
-17.75,-42.75,0.00106945
-17.25,-42.75,0.0011288
-16.75,-42.75,0.00118816
-16.25,-42.75,0.00124751
-15.75,-42.75,0.00130584
-15.25,-42.75,0.00136416
-14.75,-42.75,0.00142248
-14.25,-42.75,0.0014808
-13.75,-42.75,0.00153912
-13.25,-42.75,0.00160163
-12.75,-42.75,0.00166414
-12.25,-42.75,0.00172664
-11.75,-42.75,0.00178915
-11.25,-42.75,0.00185166
-10.75,-42.75,0.00192426
-10.25,-42.75,0.00199686
-9.75,-42.75,0.00206946
-9.25,-42.75,0.00214206
-8.75,-42.75,0.00221466
-8.25,-42.75,0.00232538
-7.75,-42.75,0.00243611
-7.25,-42.75,0.00254684
-6.75,-42.75,0.00265756
-6.25,-42.75,0.00276829
-5.75,-42.75,0.00284594
-5.25,-42.75,0.00292359
-4.75,-42.75,0.00300125
-4.25,-42.75,0.0030789
-3.75,-42.75,0.00315655
-3.25,-42.75,0.00324774
-2.75,-42.75,0.00333893
-2.25,-42.75,0.00343012
-1.75,-42.75,0.00352132
-1.25,-42.75,0.00361251
-0.75,-42.75,0.00371641
-0.25,-42.75,0.00382031
0.25,-42.75,0.00392421
0.75,-42.75,0.00402811
1.25,-42.75,0.00413201
1.75,-42.75,0.00418627
2.25,-42.75,0.00424053
2.75,-42.75,0.00429479
3.25,-42.75,0.00434906
3.75,-42.75,0.00440332
4.25,-42.75,0.00444372
4.75,-42.75,0.00448413
5.25,-42.75,0.00452454
5.75,-42.75,0.00456494
6.25,-42.75,0.00460535
6.75,-42.75,0.00457666
7.25,-42.75,0.00454797
7.75,-42.75,0.00451928
8.25,-42.75,0.00449059
8.75,-42.75,0.0044619
9.25,-42.75,0.00439906
9.75,-42.75,0.00433622
10.25,-42.75,0.00427338
10.75,-42.75,0.00421054
11.25,-42.75,0.0041477
11.75,-42.75,0.00402346
12.25,-42.75,0.00389922
12.75,-42.75,0.00377497
13.25,-42.75,0.00365073
13.75,-42.75,0.00352649
14.25,-42.75,0.00340604
14.75,-42.75,0.0032856
15.25,-42.75,0.00316515
15.75,-42.75,0.00304471
16.25,-42.75,0.00292426
16.75,-42.75,0.00281065
17.25,-42.75,0.00269703
17.75,-42.75,0.00258341
18.25,-42.75,0.00246979
18.75,-42.75,0.00235617
19.25,-42.75,0.00226559
19.75,-42.75,0.002175
20.25,-42.75,0.00208441
20.75,-42.75,0.00199383
21.25,-42.75,0.00190324
21.75,-42.75,0.00180617
22.25,-42.75,0.00170911
22.75,-42.75,0.00161204
23.25,-42.75,0.00151498
23.75,-42.75,0.00141791
24.25,-42.75,0.00136013
24.75,-42.75,0.00130236
25.25,-42.75,0.00124458
25.75,-42.75,0.0011868
26.25,-42.75,0.00112903
26.75,-42.75,0.00107344
27.25,-42.75,0.00101785
27.75,-42.75,0.000962269
28.25,-42.75,0.000906683
28.75,-42.75,0.000851098
29.25,-42.75,0.000820678
29.75,-42.75,0.000790259
30.25,-42.75,0.00075984
30.75,-42.75,0.00072942
31.25,-42.75,0.000699001
